Culture,Fungus,Lichen
ASV436,,ASV3566
ASV441,,ASV3567
ASV443,,ASV3568
ASV446,,ASV3569
ASV449,,ASV357
ASV454,,ASV3570
ASV455,,ASV3571
ASV456,,ASV3572
ASV457,,ASV3574
ASV466,,ASV3575
ASV475,,ASV3577
ASV476,,ASV3578
ASV477,,ASV358
ASV480,,ASV3580
ASV485,,ASV3581
ASV487,,ASV3582
ASV488,,ASV3583
ASV490,,ASV3584
ASV491,,ASV3585
ASV494,,ASV3586
ASV497,,ASV3587
ASV499,,ASV3588
ASV502,,ASV3589
ASV503,,ASV359
ASV504,,ASV3590
ASV508,,ASV3591
ASV509,,ASV3592
ASV512,,ASV3594
ASV514,,ASV3595
ASV517,,ASV3596
ASV519,,ASV3597
ASV524,,ASV3598
ASV525,,ASV3599
ASV528,,ASV3600
ASV529,,ASV3601
ASV533,,ASV3602
ASV537,,ASV3603
ASV538,,ASV3604
ASV540,,ASV3606
ASV542,,ASV3607
ASV544,,ASV361
ASV546,,ASV3610
ASV547,,ASV3611
ASV550,,ASV3612
ASV551,,ASV3615
ASV556,,ASV3616
ASV559,,ASV3617
ASV563,,ASV3618
ASV564,,ASV3619
ASV565,,ASV362
ASV567,,ASV3620
ASV568,,ASV3623
ASV569,,ASV3624
ASV576,,ASV3626
ASV580,,ASV3627
ASV581,,ASV3629
ASV582,,ASV363
ASV583,,ASV3630
ASV586,,ASV364
ASV591,,ASV366
ASV592,,ASV367
ASV595,,ASV369
ASV596,,ASV370
ASV597,,ASV372
ASV599,,ASV374
ASV600,,ASV375
ASV604,,ASV376
ASV605,,ASV378
ASV606,,ASV380
ASV608,,ASV381
ASV612,,ASV382
ASV613,,ASV385
ASV614,,ASV386
ASV618,,ASV387
ASV619,,ASV388
ASV622,,ASV39
ASV623,,ASV390
ASV628,,ASV391
ASV63,,ASV392
ASV633,,ASV395
ASV634,,ASV397
ASV635,,ASV398
ASV636,,ASV399
ASV64,,ASV402
ASV640,,ASV404
ASV642,,ASV405
ASV643,,ASV406
ASV646,,ASV407
ASV649,,ASV409
ASV65,,ASV410
ASV650,,ASV414
ASV657,,ASV415
ASV66,,ASV416
ASV660,,ASV417
ASV661,,ASV418
ASV668,,ASV419
ASV67,,ASV422
ASV676,,ASV423
ASV677,,ASV424
ASV679,,ASV426
ASV688,,ASV427
ASV689,,ASV430
ASV69,,ASV431
ASV690,,ASV432
ASV691,,ASV433
ASV694,,ASV435
ASV696,,ASV436
ASV702,,ASV439
ASV706,,ASV443
ASV707,,ASV444
ASV708,,ASV445
ASV716,,ASV446
ASV717,,ASV449
ASV718,,ASV451
ASV719,,ASV455
ASV722,,ASV456
ASV723,,ASV457
ASV725,,ASV459
ASV730,,ASV460
ASV737,,ASV461
ASV739,,ASV462
ASV74,,ASV463
ASV745,,ASV465
ASV746,,ASV466
ASV747,,ASV468
ASV748,,ASV472
ASV750,,ASV473
ASV751,,ASV475
ASV752,,ASV476
ASV76,,ASV477
ASV762,,ASV478
ASV763,,ASV485
ASV764,,ASV487
ASV766,,ASV488
ASV77,,ASV489
ASV774,,ASV490
ASV775,,ASV491
ASV776,,ASV493
ASV777,,ASV494
ASV78,,ASV496
ASV780,,ASV499
ASV781,,ASV501
ASV782,,ASV502
ASV789,,ASV503
ASV790,,ASV504
ASV791,,ASV505
ASV792,,ASV506
ASV793,,ASV508
ASV799,,ASV509
ASV80,,ASV512
ASV801,,ASV513
ASV809,,ASV514
ASV81,,ASV517
ASV810,,ASV519
ASV811,,ASV522
ASV813,,ASV523
ASV815,,ASV524
ASV82,,ASV525
ASV827,,ASV526
ASV829,,ASV528
ASV83,,ASV529
ASV830,,ASV530
ASV831,,ASV531
ASV836,,ASV532
ASV839,,ASV533
ASV84,,ASV534
ASV846,,ASV535
ASV847,,ASV536
ASV848,,ASV537
ASV85,,ASV540
ASV851,,ASV541
ASV856,,ASV544
ASV857,,ASV546
ASV86,,ASV548
ASV860,,ASV549
ASV863,,ASV550
ASV864,,ASV551
ASV865,,ASV554
ASV874,,ASV556
ASV877,,ASV557
ASV879,,ASV558
ASV88,,ASV559
ASV880,,ASV562
ASV881,,ASV563
ASV883,,ASV564
ASV884,,ASV565
ASV885,,ASV566
ASV886,,ASV568
ASV899,,ASV572
ASV90,,ASV573
ASV900,,ASV574
ASV901,,ASV575
ASV902,,ASV577
ASV91,,ASV580
ASV911,,ASV581
ASV912,,ASV582
ASV913,,ASV583
ASV914,,ASV584
ASV917,,ASV585
ASV918,,ASV586
ASV92,,ASV588
ASV920,,ASV591
ASV921,,ASV592
ASV924,,ASV594
ASV925,,ASV596
ASV926,,ASV597
ASV94,,ASV601
ASV941,,ASV602
ASV942,,ASV603
ASV943,,ASV604
ASV944,,ASV605
ASV945,,ASV611
ASV953,,ASV612
ASV954,,ASV613
ASV957,,ASV616
ASV958,,ASV622
ASV959,,ASV623
ASV960,,ASV625
ASV968,,ASV627
ASV97,,ASV628
ASV971,,ASV63
ASV975,,ASV630
ASV977,,ASV633
ASV978,,ASV634
ASV988,,ASV635
ASV989,,ASV636
ASV990,,ASV638
ASV991,,ASV64
ASV993,,ASV642
ASV994,,ASV645
ASV995,,ASV646
ASV997,,ASV649
ASV998,,ASV65
ASV999,,ASV650
,,ASV653
,,ASV66
,,ASV660
,,ASV663
,,ASV665
,,ASV666
,,ASV668
,,ASV67
,,ASV671
,,ASV672
,,ASV673
,,ASV676
,,ASV681
,,ASV682
,,ASV688
,,ASV69
,,ASV691
,,ASV694
,,ASV697
,,ASV698
,,ASV706
,,ASV707
,,ASV710
,,ASV711
,,ASV717
,,ASV722
,,ASV723
,,ASV725
,,ASV727
,,ASV730
,,ASV732
,,ASV734
,,ASV735
,,ASV736
,,ASV739
,,ASV74
,,ASV742
,,ASV743
,,ASV745
,,ASV746
,,ASV748
,,ASV753
,,ASV754
,,ASV755
,,ASV756
,,ASV757
,,ASV758
,,ASV76
,,ASV763
,,ASV768
,,ASV77
,,ASV770
,,ASV771
,,ASV772
,,ASV775
,,ASV78
,,ASV780
,,ASV782
,,ASV784
,,ASV785
,,ASV789
,,ASV790
,,ASV791
,,ASV792
,,ASV793
,,ASV796
,,ASV797
,,ASV798
,,ASV80
,,ASV801
,,ASV802
,,ASV803
,,ASV804
,,ASV805
,,ASV806
,,ASV807
,,ASV81
,,ASV813
,,ASV816
,,ASV817
,,ASV818
,,ASV819
,,ASV82
,,ASV820
,,ASV821
,,ASV822
,,ASV823
,,ASV829
,,ASV83
,,ASV831
,,ASV832
,,ASV834
,,ASV835
,,ASV84
,,ASV843
,,ASV85
,,ASV853
,,ASV854
,,ASV855
,,ASV86
,,ASV868
,,ASV869
,,ASV870
,,ASV871
,,ASV872
,,ASV873
,,ASV88
,,ASV888
,,ASV889
,,ASV89
,,ASV890
,,ASV892
,,ASV90
,,ASV902
,,ASV903
,,ASV904
,,ASV907
,,ASV908
,,ASV91
,,ASV92
,,ASV929
,,ASV932
,,ASV933
,,ASV94
,,ASV942
,,ASV943
,,ASV948
,,ASV949
,,ASV957
,,ASV964
,,ASV966
,,ASV97
,,ASV981
,,ASV982
,,ASV983
,,ASV984
,,ASV985
,,ASV988
,,ASV991
,,ASV997
