Sample,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-63,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-64,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-65,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-66,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-56,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-57,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-62,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-50,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-52,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-59,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-60,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-61,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-55,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-67,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-20,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-22,F+AC0-MSUB+AC0-WOOD+AC0-SAB+AC0-28,L+AC0-CBRA+AC0-BARK+AC0-BOJ+AC0-02,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-01,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-11,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-12,L+AC0-CFUR+AC0-WOOD+AC0-BOJ+AC0-15,L+AC0-CSTE+AC0-BARK+AC0-UKN+AC0-42,L+AC0-CSTE+AC0-WOOD+AC0-EPB+AC0-39,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-06,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-08,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-21,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-36,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-46,L+AC0-CTRI+AC0-WOOD+AC0-BOJ+AC0-26
neg10792,48577,0,31461,0,0,790195,314393,100331,56947,0,76871,181150,0,384425,794273,1440179,552840,183039,85030,675053,115601,51185,173939,26091,41850,155907,973523,1527539,424821,464896
neg10793,124596,22545,1332736,442868,63480,1468306,1091635,690080,3968798,177490,1391264,159242,18941,4075233,1805455,1390422,8157920,257639,2315314,10096122,2799097,657832,13744223,549655,1551261,13767501,4659890,853922,1272052,1231453
neg10801,1033510,0,1649809,88616,348036,355976,74443,0,0,43641,15462,83816,0,0,0,0,0,0,0,0,44925,36100,21138,43618,25734,27020,110806,156761,136348,0
neg10804,63511,0,101914,0,0,640886,2688641,126109,483072,0,1179816,2366518,0,2957778,380603,583543,298481,546174,76303,2092894,371153,211718,441031,127026,79795,163622,221344,703959,1003569,635066
neg10805,299408,0,210150,0,0,400989,74168,125903,309171,0,46825,43550,0,74938,245082,174898,26848,59684,51951,35768,113808,49596,228270,6347,89730,410913,355572,27200,754355,113994
neg10806,67176,0,72427,0,13713,974795,719468,184343,483072,0,260752,715536,0,1546832,1576527,637945,685287,800603,430143,895584,275976,160744,272071,30571,125309,183721,289460,905521,216389,1070965
neg10815,36388,0,61695,11803,0,1037776,232753,80354,427502,0,83069,137506,0,427986,1258340,1373224,379981,116725,223161,1507683,107405,97420,2701156,63188,902403,1277724,1504333,775787,184508,339902
neg10816,152783,0,183556,0,0,668346,80774,16242,375608,0,26495,263178,0,204272,391791,223416,320191,166201,293695,1054560,246150,148029,766607,22504,536044,782200,288210,616604,83913,563245
neg10825,124668,0,710739,0,0,1123087,660468,131352,133096,0,296328,386695,0,1148108,3051759,568835,1629812,121628,577020,3299549,706643,403761,1748216,541667,278955,732442,322704,394023,105390,2343341
neg10840,37526,0,10489,0,0,791074,0,0,0,0,0,0,0,0,0,2960,0,0,0,15647973,5134894,0,0,0,10404,9330,74170,28791,0,0
neg10846,262375,0,584863,0,0,527543,283148,109308,2460474,0,282897,368499,0,659755,1485131,639133,391490,299618,1094580,3243932,336378,566665,493366,189192,606967,381742,218688,246791,85152,691056
neg10856,47400,0,18392,0,0,517722,940165,12317,93839,0,119122,843701,0,1471191,819121,753561,260705,441630,604213,1927314,186046,174831,702561,125815,293976,237223,809659,1011689,143668,102731
neg10868,208629,0,373058,0,0,335318,280546,49982,0,0,146430,252910,0,200347,313538,131273,130415,502429,22334,134017,89616,157028,124547,0,108981,111681,87111,168145,96285,393033
neg1087,736995,1150673,1142685,801031,2252371,2170346,1165390,1617019,2408119,2135496,4947515,3967533,1126905,3877124,430332,767109,604149,729094,219344,1720433,327461,564835,323725,156497,462991,526861,473743,429255,308652,423872
neg1088,240213,5715969,598151,305711,1960104,2117326,418910,1362046,1804753,1305895,10520094,13439938,953429,22383666,69938,202419,244647,959791,65903,847462,195333,291092,406792,48128,180169,146943,132323,79169,69805,165045
neg1089,21428191,4938603,13421363,14427358,22274407,18540979,9083257,1286704,98531180,1280457,11964897,1655315,7115942,5181664,1324397,4519633,3756813,3810411,3272549,1023088,751691,3429671,799850,661320,635037,406290,791649,576627,553492,1423792
neg10898,210376,14117397,634155,6552565,33324553,720098,1715093,566685,980330,4328318,249487,692815,873297,1447551,997279,315955,795808,672083,2221240,6769716,361922,500738,1075183,121158,1124616,618365,1064535,963890,782779,1857818
neg10912,49727,0,0,0,18299,303643,315385,242634,95973,3129,522426,451921,0,832283,36059,48052,0,54608,291689,156065,202920,146798,1379695,87480,122509,115993,182380,78674,27085,254528
neg10914,16924,0,36913,0,6377,418441,291648,99726,258748,0,132038,320978,0,964937,1386158,1283103,1272599,263625,231304,2051735,535751,66005,2962837,189562,416189,1292527,1543323,1673212,343945,1923966
neg10921,27414,0,77623,0,0,763103,56657,225319,49555,0,48105,50584,0,1266396,299370,207511,736605,28075,491974,1666319,869166,68130,1434171,143368,447869,1616185,2015882,362981,462967,74229
neg10932,458557,16009,523606,0,0,614445,153637,340994,72059,0,99706,596915,0,782319,141467,117694,74703,260414,39023,194335,103983,365912,1155875,152007,505716,727411,607228,412968,112909,171785
neg10936,1648628,0,923125,0,0,540111,950079,211696,681712,0,121115,823553,0,5331700,6415,4991,4299,1554114,3944719,2997833,229156,214055,5486444,709133,3335621,12036837,7649450,9232,6962,3424
neg10941,31288,0,70941,0,0,453455,367857,18486,126326,0,92291,316775,0,1766026,4006499,5034481,774413,408633,282100,2623294,1020240,28716,37816,5639,15469,13850,395568,539178,61247,6758542
neg10958,1836697,0,114176,0,0,293090,3267760,3642999,239880,0,484715,2842716,0,4018168,534016,421362,15032,1525903,1085919,929908,2169010,1060842,1014431,74127,392704,641035,493237,169533,610643,275885
neg10960,163252,11348,255260,12571,160872,600620,273691,184603,65585,18104,195726,519917,37266,1156420,218145,286118,74849,349250,309674,1537501,353932,315802,176009,63303,155896,48781,307239,448198,196425,571302
neg10976,184096,27326,316973,0,9570,1027529,307034,336606,344596,0,363337,475382,5541,700701,1088969,683450,503117,415725,190545,1206581,578366,269130,501842,80859,129121,420728,252722,402227,155095,1679239
neg1098,0,67202,4802880,4194123,8032763,13560390,2483197,3233283,31696529,8315388,1189909,282353,29163,24612148,44709793,14430449,7777475,2491538,4739905,1697842,2462761,1985347,3367673,1283526,5084293,3037958,1303156,3704833,6180532,4474007
neg10985,63511,0,72427,0,13713,320578,371885,184343,441224,0,260752,848345,0,1779298,1773731,551298,714632,642714,430143,1477882,255548,160744,381668,28169,96741,166528,304424,1561030,393952,1137187
neg11013,317170,2219,97078,0,4815,733579,1435437,143611,24541,17115,2547758,2484346,32229,147154,50059,76468,593895,146839,562970,595446,89901,149083,1820321,222198,616901,5115277,1855875,93320,202663,23829
neg11022,591890,0,876024,0,5691872,661482,133219,212220,183120,0,50011,266490,91681,2961358,188964,181748,54047,227790,188683,662165,477141,115574,209258,49757,152524,103543,248975,159978,78670,155096
neg1103,1535827,232646,145438,473210,1716285,550799,4823305,397376,5315338,1132434,1875082,1913914,1430461,1082400,5084331,148087553,14110246,15760528,17347954,68568991,54750839,2004885,2296543,241471,4832051,795686,26603927,7054279,6256026,3355503
neg11030,639587,0,1194038,0,0,468545,2800823,0,104983,0,1264464,2319190,0,508858,0,0,0,147973,0,0,189530,17735,80291,61415,151241,35550,85824,306960,23650,0
neg11031,40163,22223,373699,4110,11785,469071,85775,83147,86425,0,45069,246267,0,179188,97323,41777,59402,64893,24423,116186,79410,113092,185718,27924,135639,186971,77196,62262,37901,205019
neg11038,14261,0,80119,0,0,269301,532443,0,0,0,290043,504632,0,1702641,299682,97639,0,807190,0,71581,472103,246726,0,0,0,0,0,0,0,0
neg11041,221149,31552,247837,8531,29786,523108,761101,202842,479714,7470,272872,698150,22585,742410,141558,129973,172766,146736,127612,448672,151415,298384,407879,90863,399601,371306,391625,278176,129440,441431
neg11084,82562,26783,49142,0,0,229071,454747,75033,9217465,0,94845,334624,0,171487,971641,376344,424659,106188,165841,500101,78086,81002,107749,6361,139539,84724,60788,231400,63415,1163510
neg11085,12262,0,14495,0,10843,281658,327283,10463,194699,3620,83019,246922,0,329652,1217614,573008,659726,45729,371971,1261005,162697,162808,356954,123072,141560,201836,357494,955902,117281,648143
neg11113,597977,0,1797688,58704,180211,255441,1269128,62512,11371888,7598,473589,2371679,4594,11807399,995887,666679,295865,2723392,1771661,1670004,4479113,442322,12580285,716110,3071194,14073833,9398091,58793,49851,692491
neg11118,111082,0,284642,0,0,298204,91292,9010,98729,5701,37715,63064,0,71306,29954,39312,746087,27680,18241,21400,39209,3884,72921,3864,15095,61874,43439,29213,28202,111784
neg11120,251582,0,378576,0,0,423988,374861,34744,53760,0,28211,165225,0,117141,810429,1171251,162617,99808,59516,585948,290120,45413,74254,21491,73160,46943,60962,484176,44389,1913327
neg11121,65644,4373,68865,7347,5338,593963,593904,33782,109668,4043,429503,116725,0,111847,1457868,1470619,2714666,45424,195309,614010,174795,84576,1819907,79216,429669,1130028,472787,803989,688168,499883
neg11138,100295,4337,106313,6177,19504,419076,852840,299960,72811,0,51629,528870,4428,477471,125572,137738,75254,175473,96568,213861,124762,73998,88596,34762,63496,31208,194098,262572,168334,4569544
neg11144,93888,0,113649,0,0,270445,1373223,51565,139983,0,292935,1284484,0,1137350,518403,236836,196642,310375,248992,914643,226171,41511,148179,9946,26022,56329,236578,220884,81115,763536
neg1115,0,0,30811,0,0,2894,61734,2114,0,3943,59073,9221,111454,5196,151802,59918,29742,9684115,11840072,26643201,39753683,1541852,77753,954691,179690896,59957265,25900649,428607874,129184035,2323944
neg11159,23424,0,195173,0,0,142531,299591,25424,0,0,106424,228872,0,25492,184240,20592,25631,51883,81890,4462206,3917145,278437,341066,34608,185115,139746,160107,49693,37231,133895
neg1116,743224,2779071,546459,325912,462713,200919,856996,339099,295948,832392,1114613,1306000,718387,2465962,983398,689445,431670,344769,67705,1466011,55138,1087705,2103972,629765,551728,357223,206040,230241,321661,1168564
neg11161,83499,161029,16200,6715,89252,217304,237217,91519,17149,158287,304375,48543,263261,15684,121384,33646,119729,26608,134518,141094,42958,19499,0,148142,119091,6275,17616,44877,65141,33975
neg1117,2214426222,169666536,2634003957,4607279216,1900652936,609392104,1500904650,803548038,2197542984,1007683132,520638272,79663497,1104331854,218674766,20580059,8494784,1673364,3544217,2660336,3399029,2715890,5143797,37235242,9335968,23679516,5265094,6084085,4998363,26736499,5026467
neg11171,36388,0,299053,11803,0,115865,232753,80354,312257,0,267435,265457,0,293646,502046,1373224,275328,116725,258080,585672,124551,98129,1144134,78487,590669,1195450,1423866,676068,184508,217048
neg11176,2319837,512215,3203625,0,110749,26884,19490606,20870,64907173,19454,4964134,19656444,5426,27039330,0,3176,0,11690072,2988,7838,4784488,1254683,1818089,269252,5173793,1808472,3408305,147999,0,3648850
neg1118,1242088549,442676133,256932128,207935343,326372733,81745137,91041030,22779972,229993222,277556931,163794387,96909148,689563047,24982775,7030336,10835929,2625224,3278635,3233989,1494023,6366631,2398450,8653340,1098188,6579023,6287954,1288149,4475585,8353936,4066286
neg11186,1584771,99234,443026,0,0,23618,2693352,42436,2321635,0,362184,2512661,0,4060677,92645,157721,26991,2015137,355801,128927,3935160,1310940,4956004,234621,1562746,7410759,2928033,37887,14601,6331068
neg11187,1998996,9013,802316,0,0,32594,6788087,57943,3260889,0,740028,4696983,0,18845260,177316,318937,39907,9351970,249573,340320,2911653,540802,5498892,336075,1677518,6177258,4061816,17479,17895,3935534
neg11189,67903,0,35160,0,0,3477,0,0,0,0,0,5897,0,12108662,0,5044,0,5860005,0,1664,1045279,1002922,0,0,0,0,0,0,0,0
neg1119,0,21237,32278,0,12429,11465,301494,141304,29103,35086,5534,7823,467464639,17594,79139,317731,93712,196673,149315,141082,143140,136053,181111,164845,336434,122880,370581,525520,631216,100286
neg11190,784906,15766,760361,261191,0,49694,227349,48960,3221568,37146,764237,236461,70158,970136,284532,149309,244242,467910,165960,75916,2139345,307449,11838616,367215,1460018,8664118,13669647,67042,109061,273716
neg11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362,0,0,0,4216,1838123,291532,10028,0,0,0,4582,0,0,0
neg1120,1012870697,351468396,203643868,161048701,248628067,11876958,85401710,26343126,167959179,175118361,36071225,2589485,545460419,15479242,14852343,13308552,2472367,3356196,5164304,2218782,6319637,3924205,9936852,2373185,7519518,5530577,1594672,5369460,7401279,5211915
neg11200,1808424,0,631116,0,0,38572,990729,284514,3700036,0,168594,826761,0,2217470,122951,136215,133208,1489605,40902,53992,1425976,510333,5290207,303450,871261,7252229,3363489,16475,26978,103914
neg11212,96282,36400,22576,0,0,193885,236500,46931,739404,0,36516,68521,0,148392,58200,36412,25694,52328,35247,51096,1122497,201156,10114974,277340,2214166,13911391,3882569,52270,149597,221550
neg11213,1007481,0,1812140,0,0,120920,1048125,58476,5821,0,1136962,973673,3999,30292804,0,0,0,8699119,6966,0,2142785,3271596,0,0,4778,0,0,1880,0,0
neg11216,42173,0,27346,0,0,0,0,4993,0,0,0,0,0,4098125,3670,5473,2285,2760391,1958,0,643846,240084,0,2597,0,0,2140,0,2575,4927
neg1122,0,0,22554,79910,317428,283740,949711,50411,37669,66303,21211,42879,148115228,423091,418365,668826,72652,131683,77828,75860,266850,129672,435111,549986,366780,122733,296894,309488,351793,160990
neg11227,2094485,498201,3102687,0,83631,51143,0,209718,0,69527,5265838,3667719,0,192309,10815,0,15394,130417,999963,794824,1220742,254082,0,29081,187334,9709,20270,504509,106436,568204
neg11232,1147904,0,730655,6828,7646,104424,289526,37265,1640869,6645,1042089,433561,0,1651114,192919,216602,182442,668790,660779,313790,1676934,189905,7616817,111683,910598,5104560,7224565,99678,85102,89667
neg11233,75464,0,0,21203,0,0,356024,0,6465417,5429,696616,831458,3570,372863,0,2623,0,249731,642161,443813,393158,590008,1552167,26383,13680,660153,1087545,14168,3282,4141
neg11238,329789,5941,454512,52572,37308,165418,1085859,240029,2935275,39724,590260,1022977,55838,1456347,202955,194050,189980,775991,261328,175502,488330,336417,2351889,173769,1211086,2484426,889469,54081,39288,24319
neg1124,67618054,101086958,18425436,26644624,32916739,66205673,6752132,2225044,23095297,24338788,5114684,3274138,78869718,8995185,6999392,5372402,690383,96718,217228,262667,710973,625943,1736052,1787888,2509221,234785,79315,1257660,2607890,666174
neg11241,123539,0,129863,0,0,3580,372383,0,3370373,12120,376796,343181,0,1214868,0,3702,0,578229,29127,44669,437310,339576,1694678,127962,323894,1146482,977898,3454,2908,0
neg11242,397650,0,209296,0,0,0,147990,0,181074,0,24581,84471,0,43446,6868,13201,3506,43022,8836,51715,687334,250868,3659251,191404,1308255,3654739,1143853,2396,0,7497
neg1125,189549684,60275959,49498161,33784336,58390881,18158177,16601901,28711791,47887706,46640270,18755640,17422624,133007465,4664686,3006097,2857137,656808,784961,677890,472814,1771796,1070302,1445957,301853,1894039,1025278,370508,1700808,2117734,1166274
neg11252,28899,0,27074,0,4427,0,0,0,0,0,0,0,0,3461516,3445,0,0,2560465,0,0,570915,317343,0,0,0,0,0,0,0,0
neg11254,1374908,0,1169918,0,0,0,2371406,0,2380465,0,3348909,2424545,0,1691397,30436,37037,0,1590302,46396,14215,611101,193764,1023473,335062,3751631,2212736,1101417,0,0,6041
neg1126,12782991,25713035,63274405,261321549,217625626,40034184,30737873,412704881,278692266,23136877,58056338,128998763,86759127,62992518,48802793,23174354,12643688,15274827,41756833,22789360,61115784,62344054,11709975,1638675,6021996,10263022,2697035,3358659,8390695,14420044
neg11265,286990,0,33126,0,9105,0,0,158289,657414,16132,0,21159,0,39423,5136,9687,2842,69463,0,0,700611,161087,3573095,68170,329938,3862766,2552800,0,0,110942
neg1127,198062688,162767197,352445,220738,584414,195633,408672,490243,189115,382374,124629,67199,78669555,204180,133402,111608,23170,31412,35809,44907,27205,42969,84146,32862,52772,60255,19622,35178,55786,73492
neg11275,399248,0,759842,0,10154,68532,761991,94870,3429518,0,480057,499302,0,885473,103184,146205,32717,1040272,452911,335058,742453,267299,1491897,130273,1016792,2809275,1421732,12325,119963,97423
neg1128,0,0,0,0,0,0,32395,0,0,0,0,0,13355953,0,159026,278988,60353,389787,194858,136129,105661,542362,143282,122692,479374,109524,134038,317508,515609,109623
neg11289,389678,0,327740,0,0,12518931,4613844,0,0,0,3465924,4762307,0,8338886,0,0,0,1876493,0,0,676400,603706,0,5892,0,0,0,0,0,0
neg1129,98143956,36239925,13255566,12273060,19212143,2396156,6778732,7439902,2493269,19092275,24689534,11403867,56726173,0,112963,55123,134229,23706,17879,96998,34493,268112,1545595,199929,702147,456028,63483,348310,513473,108879
neg11302,140804,49951,239522,4397535,333489,99955,1454160,151661,7249973,3496184,928308,1368406,1646753,1689250,124544,286576,132433,880858,1606278,191923,519462,131413,2004036,1743938,1030329,2020636,1485695,123751,260718,150933
neg11305,366569,0,177641,0,0,101589,96721,44689,767100,9049,70274,201495,0,312026,256537,148307,73702,126831,74882,364132,590062,325214,2168784,30821,449914,1821165,2477688,78618,98248,150361
neg1131,89106149,202853608,378806,74540,329572,0,0,7350,13594846,727533,4914651,0,44173919,0,0,127793384,5484,0,26431,0,0,0,3798,15319,0,0,0,0,0,0
neg1133,113299359,8466118,24320460,18334932,29606317,7751846,10920573,2833314,21754605,26486870,5659022,2546656,61477658,644768,2260171,4832985,882573,1059537,1301502,352615,1420668,800112,3197292,895074,4293836,1334750,678244,1907077,4326739,833792
neg1134,102241613,7882170,27396413,3238699,33666759,3779109,11927814,2850731,39056450,28393350,7154076,589395,58662703,6059187,2810668,6437848,691762,1385825,1873574,1082854,1894300,1245393,1630860,648407,1825782,889378,755177,1383625,2649167,1285117
neg11341,119160,0,246234,0,13671,60344,193941,50624,912169,0,64817,53106,0,458133,233097,224949,55624,68270,50418,52168,639972,219361,2840143,19966,399350,2081713,3344481,14719,22435,41232
neg11344,43192,0,1470130,0,11066,28644,283677,78255,288237,5126,141689,187606,4736,366875,94940,130073,37161,281520,104127,180449,1130706,33907,831155,20742,397679,843508,1164052,44577,54335,114591
neg11346,331308,0,177641,0,0,54903,96721,44689,558620,9049,99810,201495,0,495927,230978,148307,67385,211400,103610,76228,570187,325214,2139627,64400,449148,1580800,2028416,37150,73171,144790
neg1135,58768382,5774380,17569026,2571585,18795217,1401807,5954778,10900393,18645007,5348751,8444759,785400,56979003,2377300,6265914,6430103,2364693,1385449,1161428,534525,1390592,1488401,3085635,1757459,4642748,724689,637342,2435498,3805262,2468035
neg1137,5813006,2973978,7728486,16144840,19551726,14761101,2655645,2739816,10693571,5312557,11070951,16217830,36392565,7710389,12449984,2888205,654661,611246,2917014,337729,1061988,881425,7501841,529399,1449139,382877,414617,846642,2756317,899277
neg11370,287331,0,124761,0,0,76650,128768,28244,709701,0,227756,72532,0,487297,193365,81228,88284,193486,136318,136450,460621,370944,2102676,173463,573859,2025219,2289015,63066,56060,127807
neg1138,38666956,32178912,751984,671875,3083093,6545641,1864246,19162,1016960,247477,0,14537,34079515,8642623,776029,128430,5727,79023,379139,12410,2264986,0,82325,21438,6354389,267170,197911,1664135,4853642,173962
neg1139,87701265,30709671,17653879,13661799,16943013,5029569,5484037,9671237,11062300,19205965,3010576,740006,47983250,429126,1747192,879923,315585,357183,348858,186646,749150,620443,730740,380734,1485822,883430,152482,382393,497355,887680
neg1140,0,4232,194830,64711,250223,4554,87559,244505,24809,304232,2290,4625,38446192,0,306163,1087000,82231,175276,223605,117706,233051,517695,168014,111337,256595,51040,110333,127411,323636,131402
neg11401,244733,0,660812,0,0,4411,53052,105238,196813,0,496322,1148174,0,30961,17080,8908,5277,9455,0,34747,478291,861503,178094,24037,262163,492775,83544,3774,1553,111207
neg11402,336618,0,1099834,0,4944,0,4453753,0,68045,0,288224,5778526,0,841447,0,0,0,1094052,0,5576,380176,174914,687612,209428,2244893,2174201,615147,0,2374,0
neg11407,832148,0,597228,0,0,241915,71148,86137,200864,0,62749,97044,6719,89917,337452,169610,123258,21722,122693,163041,254689,364321,2598389,56943,314503,1949539,3892032,12138,31166,154217
neg11417,3958183,0,3176296,144451,0,2094083,435641,147767,16046,137362,302498,585278,10503,126190,30057,24462,36159,39844,66688,98192,341769,266428,645935,188167,352194,702293,340961,546021,208415,32137
neg1142,19965532,31069837,40823,4820,45208,17182,4410,0,618147,76106,1295791,0,31511295,0,14159,18236261,3797,505736,885915,159902,773111,32295,220057,0,221991,147729,242917,140162,181625,4800
neg11428,274849,0,233452,106538,77139,252872,581985,78863,1877074,19429,259729,398496,0,125282,72681,102880,442394,66366,53077,96190,741738,235029,1089962,26534,121078,1812299,1994294,35881,50580,81640
