Culture,Fungus,Lichen
pos3538,pos3953,pos3098
pos354,pos3958,pos3101
pos3542,pos3964,pos3104
pos3543,pos3965,pos3105
pos3545,pos3966,pos3106
pos3546,pos3967,pos3113
pos3548,pos3968,pos3117
pos3550,pos3969,pos3120
pos3553,pos397,pos3126
pos3557,pos3972,pos3128
pos3563,pos3976,pos3132
pos3564,pos3979,pos3135
pos3569,pos3987,pos3138
pos3570,pos3988,pos3139
pos358,pos3991,pos3146
pos3582,pos3992,pos3151
pos3584,pos3996,pos3153
pos3591,pos3997,pos3155
pos3594,pos3999,pos3157
pos3597,pos4002,pos3161
pos3599,pos4005,pos3162
pos3601,pos4006,pos3164
pos3605,pos4009,pos3168
pos361,pos401,pos3172
pos3611,pos4013,pos3175
pos3614,pos402,pos3179
pos3616,pos4020,pos3183
pos3618,pos4022,pos3187
pos362,pos4025,pos3188
pos3621,pos4027,pos3189
pos3629,pos4028,pos3196
pos363,pos4029,pos3197
pos3631,pos4031,pos3199
pos3636,pos4034,pos3200
pos3639,pos4037,pos3209
pos364,pos4038,pos3211
pos3642,pos4039,pos3212
pos3647,pos4043,pos3213
pos3653,pos4045,pos3214
pos3659,pos4046,pos3219
pos3661,pos4048,pos3221
pos3662,pos4049,pos3222
pos3663,pos405,pos3223
pos3668,pos4050,pos3226
pos3670,pos4051,pos3228
pos3671,pos4052,pos3232
pos3675,pos4053,pos3234
pos368,pos4055,pos3236
pos3681,pos4056,pos3237
pos3688,pos4057,pos3242
pos3689,pos4060,pos3243
pos3696,pos4061,pos3245
pos3698,pos407,pos3249
pos370,pos4070,pos3251
pos3700,pos4071,pos3252
pos3706,pos4072,pos3254
pos371,pos4074,pos3259
pos3710,pos4075,pos3265
pos3711,pos4078,pos3266
pos3713,pos4079,pos3271
pos3715,pos4081,pos3279
pos3716,pos4082,pos3281
pos372,pos4083,pos3282
pos3737,pos4086,pos3286
pos3742,pos4089,pos3287
pos3743,pos4098,pos3289
pos3753,pos4099,pos3290
pos3754,pos4100,pos3295
pos3761,pos4101,pos3296
pos3763,pos4107,pos3298
pos3767,pos411,pos3306
pos3768,pos4117,pos3318
pos3771,pos412,pos332
pos3776,pos4120,pos3320
pos3778,pos4127,pos3325
pos3779,pos413,pos3329
pos3784,pos414,pos333
pos3786,pos4141,pos3331
pos3787,pos4147,pos3336
pos3794,pos416,pos334
pos3797,pos4160,pos3347
pos380,pos4164,pos3349
pos3802,pos4166,pos335
pos3803,pos417,pos3351
pos3805,pos4173,pos3354
pos3806,pos4174,pos3355
pos3808,pos4175,pos3356
pos3809,pos4181,pos3357
pos3812,pos4185,pos336
pos3813,pos4186,pos3361
pos3815,pos4187,pos3363
pos3817,pos4188,pos3365
pos3824,pos4194,pos3370
pos383,pos420,pos3371
pos3832,pos4202,pos3375
pos3835,pos4207,pos338
pos3837,pos4209,pos3381
pos3846,pos4211,pos3382
pos3847,pos4213,pos3385
pos3854,pos4215,pos3387
pos3859,pos4216,pos3389
pos3861,pos4217,pos339
pos3863,pos4218,pos3391
pos3867,pos4219,pos3392
pos3869,pos4221,pos3395
pos387,pos4223,pos3396
pos3872,pos4226,pos340
pos3875,pos4227,pos3404
pos3876,pos4228,pos3405
pos3878,pos423,pos3408
pos3879,pos4230,pos3409
pos388,pos4232,pos341
pos3888,pos4233,pos3410
pos3895,pos4236,pos3413
pos391,pos4238,pos3415
pos3914,pos4248,pos3418
pos3919,pos4249,pos3429
pos3929,pos4250,pos3432
pos393,pos4258,pos3438
pos3930,pos4259,pos344
pos3931,pos4260,pos3441
pos3935,pos4261,pos3446
pos3937,pos4262,pos3453
pos3939,pos4266,pos3456
pos394,pos4268,pos3462
pos3942,pos4270,pos3463
pos3943,pos4271,pos3467
pos3950,pos4272,pos3468
pos3952,pos4283,pos3474
pos3953,pos4289,pos348
pos3964,pos4291,pos3481
pos3965,pos4293,pos3483
pos3966,pos4294,pos3485
pos3967,pos4295,pos3487
pos3968,pos4299,pos3489
pos3969,pos4304,pos3491
pos397,pos4305,pos3495
pos3972,pos4306,pos3496
pos3976,pos4307,pos3499
pos3979,pos4312,pos3500
pos3987,pos4313,pos3501
pos3988,pos4319,pos3503
pos3991,pos432,pos3504
pos3992,pos4320,pos3506
pos3996,pos4321,pos3507
pos3997,pos4324,pos3508
pos3999,pos4325,pos3512
pos4002,pos4327,pos3513
pos4005,pos4331,pos3515
pos4006,pos4333,pos3517
pos4009,pos4335,pos3519
pos401,pos4336,pos352
pos4013,pos434,pos3521
pos4018,pos4340,pos3531
pos402,pos4341,pos3534
pos4020,pos4345,pos3535
pos4022,pos4346,pos3538
pos4025,pos4347,pos354
pos4027,pos435,pos3542
pos4028,pos4350,pos3545
pos4029,pos4355,pos3546
pos4031,pos4361,pos3548
pos4034,pos4363,pos3550
pos4037,pos4364,pos3557
pos4038,pos4367,pos3563
pos4039,pos4374,pos3564
pos4043,pos4375,pos3569
pos4045,pos4376,pos3570
pos4048,pos4377,pos358
pos4049,pos4379,pos3582
pos405,pos4380,pos3584
pos4050,pos4383,pos359
pos4051,pos4384,pos3591
pos4052,pos4385,pos3594
pos4053,pos4387,pos3597
pos4055,pos4388,pos3599
pos4056,pos439,pos3601
pos4057,pos4390,pos3605
pos4061,pos4391,pos361
pos407,pos4392,pos3611
pos4070,pos4398,pos3614
pos4071,pos4399,pos3616
pos4072,pos4402,pos3618
pos4074,pos4408,pos362
pos4075,pos4411,pos3629
pos4078,pos4412,pos363
pos4079,pos4414,pos3631
pos4081,pos4422,pos3636
pos4082,pos4423,pos3639
pos4083,pos4424,pos364
pos4086,pos4426,pos3642
pos4089,pos443,pos3647
pos4098,pos4436,pos3653
pos4099,pos4441,pos3659
pos4100,pos4442,pos3661
pos4101,pos4443,pos3662
pos4107,pos4444,pos3663
pos411,pos4445,pos3668
pos4117,pos4446,pos3670
pos4120,pos4448,pos3671
pos4127,pos4449,pos3675
pos413,pos4453,pos368
pos414,pos4458,pos3681
pos4141,pos446,pos3688
pos4147,pos4460,pos3689
pos416,pos4461,pos3696
pos4160,pos4463,pos3698
pos4164,pos4465,pos370
pos4166,pos4466,pos3700
pos417,pos4471,pos371
pos4173,pos448,pos3710
pos4174,pos4480,pos3716
pos4175,pos449,pos372
pos4186,pos4494,pos3737
pos4187,pos4498,pos3742
pos4194,pos4506,pos3743
pos420,pos4509,pos3753
pos4202,pos451,pos3754
pos4207,pos4512,pos3761
pos4211,pos4514,pos3763
pos4213,pos4525,pos3767
pos4215,pos4526,pos3768
pos4216,pos454,pos3771
pos4217,pos4541,pos3776
pos4218,pos4542,pos3778
pos4219,pos4543,pos3779
pos4221,pos4546,pos3784
pos4223,pos4548,pos3786
pos4226,pos455,pos3787
pos4227,pos4550,pos3794
pos4228,pos4552,pos3797
pos423,pos4553,pos380
pos4230,pos4554,pos3805
pos4232,pos4557,pos3808
pos4233,pos456,pos3809
pos4236,pos4562,pos381
pos4238,pos4563,pos3813
pos4248,pos4564,pos3815
pos4249,pos4565,pos3817
pos4250,pos4567,pos382
pos4259,pos4569,pos3824
pos4260,pos457,pos3829
pos4261,pos4572,pos383
pos4262,pos4574,pos3832
pos4266,pos4576,pos3835
pos4268,pos4577,pos3837
pos4270,pos4578,pos3840
pos4271,pos4579,pos3841
pos4272,pos458,pos3842
pos4283,pos4581,pos3846
pos4289,pos4583,pos3847
pos4291,pos4584,pos3854
pos4293,pos4586,pos3859
pos4294,pos4588,pos3861
pos4295,pos4591,pos3863
pos4299,pos4592,pos3867
pos4304,pos4594,pos3869
pos4305,pos4595,pos387
pos4306,pos4596,pos3872
pos4307,pos4597,pos3873
pos4309,pos4598,pos3875
pos4312,pos4603,pos3876
pos4313,pos4604,pos3878
pos4319,pos4608,pos3879
pos432,pos461,pos388
pos4320,pos4611,pos3888
pos4321,pos4612,pos3889
pos4324,pos4614,pos3895
pos4327,pos4615,pos3898
pos4331,pos4616,pos3906
pos4334,pos4617,pos391
pos4335,pos4618,pos3914
pos434,pos4621,pos3915
pos4340,pos4623,pos3919
pos4341,pos4624,pos3929
pos4345,pos4628,pos393
pos4346,pos4629,pos3930
pos4347,pos4630,pos3931
pos435,pos4633,pos3935
pos4350,pos4634,pos3937
pos4355,pos4635,pos3939
pos4361,pos4636,pos394
pos4363,pos4637,pos3942
pos4367,pos4639,pos3943
pos4374,pos4640,pos3947
pos4375,pos4645,pos395
pos4376,pos4649,pos3950
pos4377,pos465,pos3952
pos4379,pos4652,pos3953
pos4380,pos4657,pos3958
pos4383,pos4662,pos3964
pos4384,pos4666,pos3965
pos4385,pos4667,pos3966
pos4387,pos4668,pos3967
pos4388,pos4669,pos3968
pos439,pos4671,pos3969
pos4390,pos4672,pos397
pos4391,pos4677,pos3972
pos4392,pos4678,pos3974
pos4398,pos4679,pos3976
pos4399,pos4681,pos3979
pos4402,pos4682,pos3987
pos4408,pos4683,pos3988
pos4411,pos4684,pos3991
pos4412,pos4686,pos3992
pos4414,pos4687,pos3996
pos4422,pos4688,pos3997
pos4424,pos469,pos3999
pos4426,pos4690,pos4002
pos443,pos4691,pos4005
pos4436,pos4692,pos4006
pos4441,pos4693,pos4009
pos4442,pos4701,pos401
pos4443,pos4702,pos4013
pos4444,pos4706,pos4018
pos4445,pos4708,pos402
pos4446,pos4709,pos4020
pos4448,pos471,pos4022
pos4449,pos4711,pos4025
pos4453,pos4713,pos4026
pos4458,pos4715,pos4027
pos446,pos4717,pos4028
pos4460,pos4719,pos4029
pos4461,pos472,pos4031
pos4463,pos4720,pos4034
pos4465,pos4722,pos4037
pos4471,pos4727,pos4038
pos448,pos473,pos4039
pos4480,pos4731,pos4040
pos449,pos4735,pos4043
pos4494,pos4737,pos4045
pos4498,pos474,pos4046
pos4503,pos4746,pos4048
pos4506,pos4747,pos4049
pos4508,pos475,pos405
pos4509,pos4750,pos4050
pos451,pos4753,pos4051
pos4512,pos4754,pos4052
pos4514,pos4756,pos4053
pos4522,pos4757,pos4055
pos4525,pos4764,pos4056
pos4526,pos4768,pos4057
pos454,pos477,pos4060
pos4541,pos4771,pos4061
pos4542,pos4772,pos407
pos4543,pos4776,pos4070
pos4546,pos4783,pos4071
pos455,pos4784,pos4072
pos4552,pos4785,pos4074
pos4553,pos4786,pos4075
pos4554,pos4789,pos4078
pos4557,pos4790,pos4079
pos456,pos4793,pos4081
pos4562,pos4794,pos4082
pos4563,pos4797,pos4083
pos4564,pos4798,pos4086
pos4565,pos480,pos4089
pos4567,pos4801,pos4098
pos4569,pos4802,pos4099
pos457,pos4804,pos4100
pos4572,pos4808,pos4101
pos4574,pos4816,pos4105
pos4577,pos4818,pos4107
pos4578,pos4820,pos411
pos4579,pos4821,pos4117
pos458,pos4823,pos412
pos4581,pos4824,pos4120
pos4583,pos4832,pos4127
pos4584,pos4833,pos413
pos4588,pos4837,pos414
pos4591,pos484,pos4141
pos4592,pos4842,pos4147
pos4594,pos4847,pos416
pos4595,pos486,pos4160
pos4596,pos4861,pos4164
pos4597,pos4864,pos4166
pos4598,pos4867,pos417
pos4603,pos4869,pos4173
pos4604,pos487,pos4174
pos4608,pos4874,pos4175
pos461,pos4877,pos4181
pos4612,pos4878,pos4185
pos4614,pos4879,pos4186
pos4615,pos4880,pos4187
pos4616,pos4882,pos4188
pos4617,pos4884,pos4194
pos4618,pos4885,pos420
pos4621,pos4886,pos4201
pos4624,pos4887,pos4202
pos4628,pos4890,pos4207
pos4629,pos4895,pos4209
pos4630,pos4902,pos4211
pos4633,pos4904,pos4213
pos4634,pos4905,pos4215
pos4635,pos4908,pos4216
pos4636,pos491,pos4217
pos4637,pos4910,pos4218
pos4639,pos4911,pos4219
pos4640,pos4912,pos4221
pos4645,pos4914,pos4223
pos4649,pos4916,pos4226
pos465,pos4918,pos4227
pos4657,pos4923,pos4228
pos4662,pos4925,pos423
pos4666,pos4926,pos4230
pos4667,pos4927,pos4232
pos4668,pos4928,pos4233
pos4669,pos4929,pos4236
pos4671,pos493,pos4238
pos4672,pos4930,pos4248
pos4677,pos4932,pos4249
pos4678,pos4936,pos4250
pos4679,pos4938,pos4258
pos4681,pos4942,pos4259
pos4682,pos4944,pos4260
pos4683,pos4953,pos4261
pos4684,pos4955,pos4262
pos4686,pos4957,pos4266
pos4687,pos4958,pos4268
pos4688,pos4959,pos4270
pos469,pos496,pos4271
pos4691,pos4960,pos4272
pos4692,pos4963,pos4283
pos4693,pos4964,pos4289
pos4701,pos4966,pos4291
pos4702,pos4967,pos4293
pos4706,pos4968,pos4294
pos4708,pos4977,pos4295
pos4709,pos4978,pos4299
pos471,pos498,pos4304
pos4711,pos4982,pos4305
pos4715,pos4983,pos4306
pos4719,pos4988,pos4307
pos472,pos499,pos4309
pos4720,pos4991,pos4312
pos4722,pos4994,pos4313
pos473,pos4995,pos4319
pos4731,pos5002,pos432
pos4737,pos5009,pos4320
pos474,pos501,pos4321
pos4746,pos5015,pos4324
pos4747,pos502,pos4325
pos475,pos5024,pos4327
pos4750,pos5025,pos4331
pos4753,pos5027,pos4333
pos4754,pos5029,pos4334
pos4756,pos5031,pos4335
pos4757,pos5033,pos4336
pos4764,pos5034,pos434
pos4768,pos5037,pos4340
pos477,pos5038,pos4341
pos4771,pos504,pos4345
pos4772,pos5040,pos4346
pos4776,pos5044,pos4347
pos4782,pos505,pos435
pos4783,pos5051,pos4350
pos4784,pos5056,pos4355
pos4785,pos5057,pos4361
pos4786,pos5058,pos4363
pos4789,pos5060,pos4364
pos4790,pos5062,pos4367
pos4793,pos5065,pos4374
pos4794,pos5066,pos4375
pos4797,pos5069,pos4376
pos4798,pos5072,pos4377
pos480,pos5074,pos4379
pos4801,pos5076,pos4380
pos4802,pos5078,pos4383
pos4804,pos5084,pos4384
pos4808,pos5085,pos4385
pos4816,pos5086,pos4387
pos4818,pos5093,pos4388
pos4820,pos5095,pos4389
pos4821,pos5103,pos439
pos4823,pos5104,pos4390
pos4824,pos5105,pos4391
pos4832,pos5107,pos4392
pos4833,pos5108,pos4398
pos4835,pos511,pos4399
pos4837,pos5110,pos4402
pos484,pos5111,pos4408
pos4842,pos5112,pos4411
pos4847,pos5115,pos4412
pos486,pos5116,pos4414
pos4861,pos512,pos4422
pos4864,pos5121,pos4423
pos4867,pos5124,pos4424
pos4869,pos5125,pos4426
pos487,pos5126,pos443
pos4874,pos5128,pos4436
pos4877,pos5129,pos4441
pos4878,pos5132,pos4442
pos4879,pos5136,pos4443
pos4880,pos5143,pos4444
pos4882,pos5146,pos4445
pos4884,pos5148,pos4446
pos4885,pos5152,pos4448
pos4886,pos5154,pos4449
pos4887,pos5156,pos4453
pos4890,pos5159,pos4458
pos4895,pos5160,pos446
pos4902,pos5164,pos4460
pos4904,pos5166,pos4461
pos4905,pos5169,pos4463
pos4908,pos5176,pos4465
pos491,pos5178,pos4466
pos4910,pos5181,pos4471
pos4911,pos5183,pos448
pos4912,pos5185,pos4480
pos4914,pos5186,pos449
pos4916,pos5188,pos4498
pos4918,pos5189,pos4506
pos4923,pos519,pos4509
pos4925,pos5190,pos451
pos4926,pos5196,pos4512
pos4927,pos5197,pos4514
pos4928,pos5202,pos4522
pos4929,pos5209,pos4525
pos493,pos5210,pos4526
pos4930,pos5211,pos454
pos4932,pos5213,pos4541
pos4936,pos5216,pos4542
pos4938,pos5217,pos4543
pos4942,pos5218,pos4546
pos4944,pos523,pos4548
pos4953,pos524,pos455
pos4955,pos5247,pos4550
pos4957,pos525,pos4551
pos4958,pos5253,pos4552
pos4959,pos5255,pos4553
pos4960,pos5258,pos4554
pos4963,pos5259,pos4557
pos4964,pos526,pos456
pos4966,pos5260,pos4562
pos4967,pos5261,pos4563
pos4968,pos5262,pos4564
pos4977,pos5263,pos4565
pos4978,pos5264,pos4567
pos498,pos5265,pos4569
pos4982,pos5269,pos457
pos4983,pos5270,pos4570
pos4988,pos5274,pos4572
pos499,pos5275,pos4573
pos4991,pos5276,pos4574
pos4994,pos5278,pos4576
pos4995,pos5279,pos4577
pos5002,pos5289,pos4578
pos5009,pos5290,pos4579
pos501,pos5291,pos458
pos5015,pos5292,pos4581
pos502,pos5298,pos4583
pos5024,pos5303,pos4584
pos5025,pos5304,pos4586
pos5027,pos5309,pos4588
pos5029,pos5311,pos4590
pos5031,pos5312,pos4591
pos5033,pos5314,pos4592
pos5034,pos5315,pos4594
pos5037,pos5316,pos4595
pos5038,pos5317,pos4596
pos504,pos532,pos4597
pos5040,pos5321,pos4598
pos5044,pos5322,pos4603
pos505,pos5323,pos4604
pos5051,pos5324,pos4607
pos5056,pos5325,pos4608
pos5057,pos5327,pos461
pos5058,pos5331,pos4611
pos5060,pos5333,pos4612
pos5062,pos5334,pos4614
pos5065,pos5335,pos4615
pos5069,pos534,pos4616
pos5076,pos5341,pos4617
pos5078,pos5343,pos4618
pos508,pos5344,pos4621
pos5082,pos5346,pos4623
pos5084,pos5352,pos4624
pos5085,pos5353,pos4628
pos5086,pos5354,pos4629
pos5093,pos5355,pos4630
pos5095,pos5356,pos4633
pos5103,pos5357,pos4634
pos5104,pos5366,pos4635
pos5105,pos5368,pos4636
pos5107,pos5373,pos4637
pos5108,pos5375,pos4639
pos511,pos5377,pos4640
pos5110,pos538,pos4645
pos5111,pos5380,pos4649
pos5112,pos5381,pos465
pos5115,pos5382,pos4652
pos5116,pos5386,pos4657
pos512,pos5388,pos4662
pos5121,pos5389,pos4666
pos5124,pos539,pos4667
pos5126,pos5392,pos4668
pos5128,pos5395,pos4669
pos5129,pos5398,pos4671
pos5132,pos540,pos4672
pos5136,pos5400,pos4677
pos5143,pos5402,pos4678
pos5146,pos5404,pos4679
pos5148,pos5405,pos4681
pos5152,pos5407,pos4682
pos5154,pos5409,pos4683
pos5156,pos541,pos4684
pos5159,pos5411,pos4686
pos5160,pos5413,pos4687
pos5164,pos5415,pos4688
pos5166,pos5416,pos469
pos5169,pos5417,pos4690
pos5181,pos542,pos4691
pos5183,pos5422,pos4692
pos5185,pos5423,pos4693
pos5186,pos5424,pos4701
pos5188,pos543,pos4702
pos5189,pos5430,pos4706
pos519,pos5431,pos4708
pos5190,pos5433,pos4709
pos5196,pos5435,pos471
pos5197,pos5436,pos4711
pos5210,pos5437,pos4713
pos5211,pos5438,pos4715
pos5213,pos5441,pos4717
pos5216,pos5444,pos4719
pos5218,pos5446,pos472
pos523,pos5447,pos4720
pos524,pos5450,pos4722
pos525,pos5451,pos4727
pos5253,pos5452,pos473
pos5255,pos5453,pos4731
pos5257,pos5459,pos4735
pos5258,pos546,pos4737
pos5259,pos5460,pos474
pos526,pos5461,pos4746
pos5260,pos5470,pos4747
pos5261,pos5473,pos475
pos5262,pos5474,pos4750
pos5264,pos5476,pos4753
pos5265,pos548,pos4754
pos5269,pos5481,pos4756
pos5270,pos5482,pos4757
pos5275,pos5483,pos4764
pos5276,pos5487,pos4768
pos5279,pos5488,pos477
pos5289,pos549,pos4771
pos5290,pos5491,pos4772
pos5291,pos5495,pos4776
pos5292,pos5497,pos4782
pos5303,pos550,pos4783
pos5304,pos5508,pos4784
pos5309,pos5510,pos4785
pos5311,pos5511,pos4786
pos5312,pos5515,pos4789
pos5314,pos5516,pos4790
pos5315,pos5518,pos4793
pos5316,pos552,pos4794
pos5317,pos5520,pos4797
pos532,pos5521,pos4798
pos5322,pos5523,pos480
pos5324,pos5525,pos4801
pos5325,pos5526,pos4802
pos5327,pos5528,pos4804
pos5331,pos5530,pos4808
pos5333,pos5532,pos4816
pos5335,pos5534,pos4818
pos534,pos5535,pos4820
pos5343,pos5542,pos4821
pos5344,pos5544,pos4823
pos5346,pos5545,pos4824
pos5347,pos5546,pos4832
pos5352,pos5547,pos4833
pos5353,pos5550,pos4835
pos5354,pos5551,pos4837
pos5356,pos5556,pos484
pos5357,pos556,pos4842
pos5366,pos5560,pos4847
pos5373,pos5561,pos486
pos5375,pos5564,pos4861
pos5377,pos5567,pos4864
pos538,pos5569,pos4867
pos5380,pos557,pos4869
pos5381,pos5576,pos487
pos5382,pos5578,pos4874
pos5386,pos5579,pos4877
pos5388,pos5581,pos4878
pos539,pos5582,pos4879
pos5392,pos5584,pos4880
pos5395,pos5585,pos4882
pos5398,pos5586,pos4884
pos540,pos5587,pos4885
pos5402,pos5588,pos4886
pos5404,pos5590,pos4887
pos5405,pos5594,pos4890
pos5407,pos5600,pos4895
pos5409,pos5601,pos4902
pos541,pos5603,pos4904
pos5411,pos5606,pos4905
pos5413,pos5607,pos4908
pos5416,pos5608,pos491
pos5417,pos5611,pos4910
pos5419,pos5613,pos4911
pos542,pos5614,pos4912
pos5422,pos5618,pos4914
pos5423,pos562,pos4916
pos5424,pos5621,pos4918
pos543,pos5623,pos4923
pos5430,pos5625,pos4925
pos5431,pos5628,pos4926
pos5433,pos5629,pos4927
pos5435,pos5630,pos4928
pos5436,pos5632,pos4929
pos5437,pos564,pos493
pos5438,pos5642,pos4930
pos5441,pos5644,pos4932
pos5444,pos5646,pos4936
pos5446,pos5648,pos4938
pos5447,pos5651,pos4942
pos5450,pos5653,pos4944
pos5451,pos5654,pos4953
pos5452,pos5660,pos4955
pos5453,pos5662,pos4957
pos5454,pos5671,pos4958
pos5459,pos5672,pos4959
pos546,pos5673,pos496
pos5460,pos5675,pos4960
pos5461,pos568,pos4963
pos5470,pos5680,pos4964
pos5473,pos5684,pos4966
pos5474,pos5686,pos4967
pos5476,pos5687,pos4968
pos548,pos5688,pos4977
pos5481,pos569,pos4978
pos5482,pos5690,pos498
pos5483,pos5692,pos4982
pos5486,pos5693,pos4983
pos5487,pos5705,pos4988
pos5488,pos571,pos499
pos549,pos5710,pos4991
pos5491,pos5714,pos4994
pos5495,pos5716,pos4995
pos5497,pos5717,pos5002
pos550,pos5720,pos5009
pos5504,pos5722,pos501
pos5508,pos5726,pos5015
pos5510,pos5727,pos502
pos5511,pos5728,pos5024
pos5515,pos5731,pos5025
pos5516,pos5733,pos5027
pos5518,pos5734,pos5029
pos552,pos5735,pos5031
pos5520,pos5740,pos5033
pos5521,pos5741,pos5034
pos5523,pos5754,pos5037
pos5525,pos5755,pos5038
pos5526,pos5756,pos504
pos5528,pos5757,pos5040
pos5530,pos5758,pos5044
pos5532,pos576,pos505
pos5534,pos5761,pos5051
pos5535,pos5764,pos5056
pos5542,pos5766,pos5057
pos5544,pos5769,pos5058
pos5545,pos577,pos5060
pos5546,pos5770,pos5062
pos5547,pos5771,pos5065
pos5550,pos5773,pos5066
pos5551,pos5776,pos5069
pos5556,pos5779,pos5072
pos556,pos578,pos5074
pos5560,pos5786,pos5076
pos5561,pos5787,pos5078
pos5564,pos5797,pos508
pos5567,pos5801,pos5082
pos5569,pos5804,pos5084
pos5576,pos5805,pos5085
pos5578,pos5808,pos5086
pos5579,pos581,pos5093
pos5581,pos5811,pos5095
pos5582,pos5812,pos5103
pos5584,pos5813,pos5104
pos5585,pos5816,pos5105
pos5586,pos5818,pos5107
pos5587,pos582,pos5108
pos5588,pos5821,pos511
pos5590,pos5822,pos5110
pos5594,pos5823,pos5111
pos5600,pos5824,pos5112
pos5601,pos5829,pos5115
pos5603,pos5831,pos5116
pos5606,pos5832,pos512
pos5607,pos5833,pos5121
pos5608,pos5834,pos5124
pos5611,pos5836,pos5125
pos5613,pos5837,pos5126
pos5614,pos5838,pos5128
pos5618,pos5843,pos5129
pos562,pos5846,pos5132
pos5621,pos5849,pos5136
pos5623,pos585,pos5143
pos5625,pos5850,pos5146
pos5628,pos5852,pos5148
pos5629,pos5853,pos5152
pos5630,pos5856,pos5154
pos5632,pos5858,pos5156
pos564,pos5860,pos5159
pos5642,pos5862,pos5160
pos5644,pos5864,pos5164
pos5646,pos5867,pos5166
pos5648,pos5870,pos5169
pos5651,pos5875,pos5176
pos5653,pos5881,pos5178
pos5654,pos5882,pos5181
pos5660,pos5883,pos5183
pos5662,pos5885,pos5185
pos5671,pos5887,pos5186
pos5672,pos5890,pos5188
pos5673,pos5892,pos5189
pos5675,pos5894,pos519
pos568,pos5895,pos5190
pos5680,pos5898,pos5196
pos5683,pos5900,pos5197
pos5684,pos5902,pos5202
pos5686,pos5905,pos5209
pos5687,pos5909,pos5210
pos5688,pos5912,pos5211
pos569,pos5913,pos5213
pos5692,pos5914,pos5216
pos5693,pos5917,pos5217
pos5705,pos5921,pos5218
pos571,pos5926,pos523
pos5710,pos5933,pos524
pos5714,pos5934,pos5247
pos5716,pos5939,pos525
pos5717,pos594,pos5253
pos5719,pos5940,pos5255
pos5722,pos5941,pos5257
pos5725,pos5947,pos5258
pos5726,pos5948,pos5259
pos5727,pos595,pos526
pos5728,pos5950,pos5260
pos5735,pos5952,pos5261
pos5740,pos5954,pos5262
pos5741,pos5957,pos5263
pos5745,pos5958,pos5264
pos5754,pos596,pos5265
pos5755,pos5960,pos5269
pos5756,pos5963,pos5270
pos5757,pos5964,pos5274
pos5758,pos5967,pos5275
pos576,pos597,pos5276
pos5761,pos5970,pos5278
pos5764,pos5973,pos5279
pos5766,pos5974,pos5281
pos5769,pos5977,pos5283
pos577,pos5979,pos5284
pos5770,pos598,pos5289
pos5771,pos5981,pos5290
pos5773,pos5982,pos5291
pos5776,pos5983,pos5292
pos5779,pos5986,pos5298
pos578,pos5991,pos5303
pos5786,pos5995,pos5304
pos5797,pos5997,pos5309
pos5801,pos5998,pos5311
pos5804,pos5999,pos5312
pos5805,pos600,pos5314
pos5808,pos6004,pos5315
pos581,pos6005,pos5316
pos5811,pos6008,pos5317
pos5812,pos601,pos532
pos5813,pos6010,pos5321
pos5816,pos6013,pos5322
pos5818,pos6016,pos5323
pos582,pos6017,pos5324
pos5821,pos6018,pos5325
pos5822,pos6019,pos5327
pos5823,pos602,pos5331
pos5824,pos6020,pos5333
pos5829,pos6023,pos5334
pos5831,pos6024,pos5335
pos5832,pos6026,pos534
pos5833,pos6027,pos5341
pos5834,pos603,pos5343
pos5836,pos6031,pos5344
pos5837,pos6038,pos5346
pos5838,pos6039,pos5347
pos5843,pos604,pos5352
pos5846,pos6040,pos5353
pos5849,pos6048,pos5354
pos585,pos605,pos5355
pos5852,pos6050,pos5356
pos5853,pos6054,pos5357
pos5856,pos6055,pos5366
pos5858,pos6056,pos5368
pos5862,pos6057,pos5373
pos5870,pos6058,pos5375
pos5875,pos6059,pos5377
pos5881,pos6062,pos538
pos5882,pos6064,pos5380
pos5883,pos6081,pos5381
pos5885,pos6083,pos5382
pos5887,pos6085,pos5386
pos5890,pos6086,pos5388
pos5892,pos6090,pos5389
pos5894,pos610,pos539
pos5895,pos6105,pos5392
pos5898,pos6109,pos5395
pos5900,pos6112,pos5397
pos5902,pos6115,pos5398
pos5905,pos612,pos540
pos5909,pos6129,pos5400
pos5912,pos6133,pos5402
pos5913,pos6137,pos5404
pos5914,pos6145,pos5405
pos5917,pos6153,pos5407
pos5921,pos6159,pos5409
pos5926,pos6164,pos541
pos5933,pos6168,pos5411
pos5934,pos6169,pos5413
pos594,pos6170,pos5415
pos5940,pos6173,pos5416
pos5941,pos6175,pos5417
pos5947,pos6178,pos5419
pos5948,pos6180,pos542
pos595,pos6181,pos5422
pos5952,pos6182,pos5423
pos5954,pos6183,pos5424
pos5957,pos6184,pos543
pos5958,pos6186,pos5430
pos596,pos6192,pos5431
pos5960,pos6197,pos5433
pos5963,pos6200,pos5435
pos5964,pos6203,pos5436
pos5967,pos621,pos5437
pos597,pos6214,pos5438
pos5970,pos623,pos5441
pos5973,pos6244,pos5444
pos5974,pos6249,pos5446
pos5977,pos6259,pos5447
pos5979,pos6261,pos5450
pos5981,pos6262,pos5451
pos5982,pos6265,pos5452
pos5983,pos6266,pos5453
pos5986,pos6267,pos5454
pos5991,pos627,pos5459
pos5995,pos6272,pos546
pos5997,pos6273,pos5460
pos5998,pos6280,pos5461
pos5999,pos6281,pos5470
pos600,pos6284,pos5473
pos6004,pos6285,pos5474
