Culture,Fungus,Lichen
neg17439,neg1860,neg17356
neg17478,neg18602,neg17363
neg17480,neg18603,neg17368
neg17485,neg18663,neg17375
neg17491,neg18673,neg17378
neg17540,neg18688,neg17392
neg17547,neg187,neg17393
neg17593,neg18709,neg17409
neg17608,neg1871,neg17431
neg17618,neg1872,neg17433
neg17622,neg1877,neg17435
neg17632,neg1879,neg17439
neg1765,neg188,neg17478
neg17651,neg1882,neg17480
neg1769,neg18829,neg17485
neg17695,neg18990,neg17491
neg17715,neg18996,neg17540
neg17754,neg18997,neg17547
neg17763,neg19000,neg17593
neg17767,neg19005,neg17608
neg17771,neg19007,neg17618
neg17776,neg19011,neg17622
neg17781,neg19012,neg17632
neg17788,neg19015,neg1765
neg1782,neg19026,neg17651
neg17822,neg19028,neg1769
neg17868,neg19038,neg17695
neg17869,neg19047,neg17715
neg1789,neg1906,neg17754
neg17904,neg19074,neg17763
neg17910,neg19080,neg17767
neg17941,neg19092,neg17771
neg1795,neg1910,neg17776
neg17981,neg19121,neg17781
neg17983,neg1917,neg17788
neg17989,neg19176,neg1782
neg1800,neg1918,neg17822
neg18015,neg19191,neg17868
neg18044,neg19222,neg17869
neg18059,neg1927,neg1789
neg1806,neg19293,neg17904
neg18082,neg19313,neg17910
neg18085,neg19338,neg17941
neg18107,neg19371,neg1795
neg18119,neg19373,neg17981
neg1812,neg19378,neg17983
neg1813,neg1941,neg17989
neg18174,neg19468,neg1800
neg18185,neg19471,neg18015
neg18198,neg19472,neg18044
neg18203,neg19486,neg18059
neg18225,neg19494,neg1806
neg18246,neg19495,neg18082
neg18255,neg19508,neg18085
neg18296,neg19591,neg18107
neg18309,neg19593,neg18119
neg18311,neg196,neg1812
neg18316,neg19617,neg1813
neg18317,neg1965,neg18174
neg18319,neg19660,neg18185
neg18320,neg19663,neg18198
neg18334,neg1969,neg18203
neg18335,neg19707,neg18225
neg18336,neg19787,neg18246
neg18341,neg19791,neg18255
neg18361,neg19793,neg18296
neg18388,neg19794,neg18309
neg18410,neg19795,neg18311
neg18419,neg19799,neg18316
neg18427,neg19800,neg18317
neg18445,neg19801,neg18319
neg18454,neg19803,neg18320
neg18473,neg19805,neg18334
neg1848,neg1982,neg18335
neg1849,neg19847,neg18336
neg18491,neg1987,neg18341
neg18499,neg19873,neg18361
neg185,neg1989,neg18388
neg18503,neg19895,neg18410
neg18510,neg1991,neg18419
neg18512,neg19928,neg18427
neg18537,neg1995,neg18445
neg1854,neg19955,neg18454
neg18548,neg19961,neg18473
neg18550,neg1998,neg1848
neg18556,neg2001,neg1849
neg18562,neg20051,neg18491
neg18575,neg20099,neg18499
neg18577,neg20104,neg185
neg18581,neg20105,neg18503
neg18584,neg2016,neg18510
neg18594,neg20196,neg18512
neg1860,neg20235,neg18537
neg18602,neg20271,neg1854
neg18603,neg20288,neg18548
neg18615,neg20289,neg18550
neg18663,neg20315,neg18556
neg18673,neg2033,neg18562
neg18688,neg20337,neg18575
neg187,neg2046,neg18577
neg18709,neg20469,neg18581
neg1871,neg2047,neg18584
neg1872,neg2050,neg18594
neg1877,neg20500,neg1860
neg1879,neg20503,neg18602
neg188,neg20519,neg18603
neg1882,neg2052,neg18615
neg18829,neg20579,neg18663
neg18893,neg20582,neg18673
neg18909,neg20585,neg18688
neg1891,neg20587,neg187
neg19000,neg20592,neg18709
neg19005,neg20618,neg1871
neg19007,neg20619,neg1872
neg19011,neg2063,neg1877
neg19015,neg20635,neg1879
neg19026,neg2064,neg188
neg19028,neg20645,neg1882
neg19038,neg20651,neg18829
neg19047,neg20658,neg18893
neg1906,neg20659,neg18909
neg19074,neg2066,neg18997
neg19080,neg20666,neg19000
neg19092,neg2067,neg19005
neg1910,neg2069,neg19007
neg19121,neg20697,neg19011
neg1916,neg2071,neg19012
neg1917,neg20722,neg19026
neg19176,neg2073,neg19028
neg1918,neg20755,neg19038
neg19191,neg2076,neg19047
neg19222,neg2077,neg1906
neg1927,neg2081,neg19074
neg19293,neg2085,neg19080
neg19313,neg2089,neg19092
neg19338,neg2090,neg1910
neg19371,neg20904,neg19121
neg19373,neg2091,neg1917
neg19378,neg20934,neg19176
neg1941,neg2098,neg1918
neg19468,neg20993,neg19191
neg19471,neg21001,neg19222
neg19472,neg2101,neg1927
neg19486,neg2115,neg19293
neg19494,neg2118,neg19313
neg19495,neg21180,neg19338
neg19508,neg2121,neg19371
neg19591,neg21220,neg19373
neg19593,neg2127,neg19378
neg19599,neg2134,neg1941
neg196,neg2138,neg19468
neg19617,neg2141,neg19471
neg1965,neg2145,neg19472
neg19660,neg2147,neg19486
neg19663,neg2150,neg19494
neg1969,neg2153,neg19495
neg19707,neg2157,neg19508
neg19787,neg2160,neg19591
neg19791,neg2166,neg19593
neg19793,neg2172,neg19599
neg19794,neg2176,neg196
neg19795,neg2179,neg19617
neg19799,neg2181,neg1965
neg19800,neg2183,neg19660
neg19801,neg2184,neg19663
neg19803,neg2188,neg1969
neg19805,neg2191,neg19707
neg1982,neg2193,neg19787
neg19847,neg2199,neg19791
neg1987,neg2204,neg19793
neg19873,neg2208,neg19794
neg1989,neg2219,neg19795
neg19890,neg2222,neg19799
neg19895,neg2254,neg19800
neg1991,neg2257,neg19801
neg19928,neg226,neg19803
neg1993,neg2272,neg19805
neg1995,neg2273,neg1982
neg19955,neg2278,neg19847
neg19961,neg2279,neg1987
neg1998,neg2283,neg19873
neg2001,neg2292,neg1989
neg20051,neg2304,neg19890
neg20099,neg2308,neg19895
neg20104,neg2311,neg1991
neg20105,neg2317,neg19928
neg2016,neg2324,neg1995
neg20196,neg2329,neg19955
neg20235,neg2347,neg19961
neg20271,neg2353,neg1998
neg20289,neg2360,neg2001
neg20315,neg2383,neg20051
neg2033,neg2387,neg20099
neg20337,neg2394,neg20104
neg2046,neg2405,neg20105
neg20469,neg2411,neg2016
neg2047,neg2412,neg20196
neg2049,neg2422,neg20235
neg20492,neg2427,neg20271
neg2050,neg2436,neg20288
neg20500,neg2437,neg20289
neg20503,neg244,neg20315
neg20519,neg2448,neg2033
neg2052,neg245,neg20337
neg20535,neg2458,neg2046
neg20579,neg2459,neg20469
neg20582,neg246,neg2047
neg20585,neg2461,neg20492
neg20587,neg2468,neg2050
neg20588,neg2469,neg20500
neg20592,neg2473,neg20503
neg20613,neg2474,neg20519
neg20618,neg2478,neg2052
neg20619,neg2480,neg20535
neg2063,neg2482,neg20579
neg20635,neg2493,neg20582
neg2064,neg2503,neg20585
neg20645,neg2506,neg20587
neg20651,neg2509,neg20588
neg20658,neg2516,neg20592
neg20659,neg2521,neg20613
neg2066,neg2525,neg20618
neg20666,neg2527,neg20619
neg2067,neg2534,neg2063
neg2069,neg2536,neg20635
neg20697,neg2538,neg2064
neg2071,neg2550,neg20645
neg20722,neg2551,neg20651
neg2073,neg2554,neg20658
neg20755,neg2564,neg20659
neg2076,neg2603,neg2066
neg2077,neg263,neg20666
neg2078,neg2640,neg2067
neg2081,neg2642,neg2069
neg2085,neg2643,neg20697
neg2089,neg2656,neg2071
neg2090,neg2667,neg20722
neg20904,neg2672,neg2073
neg2091,neg2675,neg20755
neg20934,neg2677,neg2076
neg2098,neg2679,neg2077
neg21001,neg2684,neg2078
neg2101,neg2703,neg2081
neg2115,neg2709,neg2085
neg2118,neg2711,neg2089
neg21180,neg2720,neg2090
neg2121,neg2728,neg20904
neg21220,neg2729,neg2091
neg2127,neg273,neg20934
neg2134,neg2740,neg2098
neg2138,neg2743,neg20993
neg2141,neg2747,neg21001
neg2145,neg275,neg2101
neg2147,neg2761,neg2115
neg2150,neg2762,neg2118
neg2153,neg2766,neg21180
neg2157,neg2768,neg2121
neg2160,neg2769,neg21220
neg2163,neg2771,neg2127
neg2166,neg2772,neg2134
neg2172,neg2774,neg2138
neg2176,neg2775,neg2141
neg2179,neg2776,neg2145
neg2181,neg2779,neg2147
neg2183,neg2784,neg2150
neg2184,neg2785,neg2153
neg2188,neg2788,neg2157
neg2191,neg2789,neg2160
neg2193,neg2790,neg2163
neg2199,neg2791,neg2166
neg2204,neg2804,neg2172
neg2208,neg2806,neg2176
neg2219,neg2813,neg2179
neg2222,neg2819,neg2181
neg2254,neg2822,neg2183
neg2257,neg2824,neg2184
neg226,neg2825,neg2188
neg2272,neg2828,neg2191
neg2273,neg2830,neg2193
neg2278,neg2837,neg2199
neg2279,neg2847,neg2204
neg2282,neg285,neg2208
neg2283,neg2863,neg2219
neg2292,neg2875,neg2222
neg2304,neg2881,neg2254
neg2308,neg2882,neg2257
neg2311,neg2886,neg226
neg2317,neg2887,neg2272
neg2324,neg2890,neg2273
neg2329,neg2895,neg2278
neg2347,neg2896,neg2279
neg2353,neg2898,neg2282
neg2360,neg2900,neg2283
neg2383,neg2902,neg2292
neg2387,neg2909,neg2304
neg2394,neg2911,neg2308
neg2396,neg2912,neg2311
neg2405,neg2917,neg2317
neg2411,neg2919,neg2324
neg2412,neg2920,neg2329
neg2422,neg2921,neg2347
neg2427,neg2922,neg2353
neg2436,neg2929,neg2360
neg2437,neg2934,neg2383
neg244,neg2936,neg2387
neg2448,neg2945,neg2394
neg245,neg2964,neg2405
neg2458,neg2972,neg2411
neg2459,neg2988,neg2412
neg246,neg2992,neg2422
neg2461,neg2997,neg2427
neg2468,neg30,neg2436
neg2469,neg3000,neg2437
neg2473,neg3002,neg244
neg2474,neg3011,neg2448
neg2478,neg3012,neg245
neg2480,neg3035,neg2458
neg2482,neg3037,neg2459
neg2493,neg3044,neg246
neg2503,neg3053,neg2461
neg2506,neg3054,neg2468
neg2509,neg3076,neg2469
neg2516,neg3081,neg2473
neg2521,neg3085,neg2474
neg2525,neg3088,neg2478
neg2527,neg3091,neg2480
neg2534,neg3104,neg2482
neg2536,neg3150,neg2493
neg2538,neg3152,neg2503
neg2550,neg3163,neg2506
neg2551,neg3165,neg2509
neg2554,neg317,neg2516
neg2564,neg3170,neg2521
neg2603,neg3177,neg2525
neg2620,neg3199,neg2527
neg263,neg3200,neg2536
neg2640,neg3208,neg2538
neg2642,neg3209,neg2550
neg2643,neg3214,neg2551
neg2656,neg3219,neg2554
neg2667,neg3221,neg2564
neg2672,neg3227,neg2603
neg2675,neg3230,neg2620
neg2677,neg3234,neg263
neg2679,neg3236,neg2640
neg2684,neg3238,neg2642
neg2699,neg3241,neg2643
neg2702,neg3246,neg2656
neg2703,neg3251,neg2667
neg2704,neg3254,neg2672
neg2709,neg3257,neg2675
neg2711,neg3258,neg2677
neg2720,neg3261,neg2679
neg2728,neg3271,neg2702
neg2729,neg3280,neg2703
neg273,neg3282,neg2704
neg2733,neg3285,neg2709
neg2739,neg3296,neg2711
neg2740,neg3304,neg2720
neg2742,neg3307,neg2728
neg2743,neg3308,neg2729
neg2744,neg3316,neg273
neg2747,neg3326,neg2733
neg275,neg3328,neg2739
neg2761,neg3330,neg2740
neg2762,neg3333,neg2742
neg2766,neg3334,neg2743
neg2768,neg3336,neg2744
neg2769,neg3340,neg2747
neg2771,neg3347,neg275
neg2772,neg3355,neg2762
neg2773,neg3366,neg2766
neg2774,neg3367,neg2768
neg2775,neg3370,neg2769
neg2776,neg3374,neg2771
neg2779,neg3376,neg2772
neg2784,neg3377,neg2773
neg2785,neg3378,neg2774
neg2788,neg3385,neg2775
neg2789,neg3394,neg2776
neg2790,neg3395,neg2779
neg2791,neg3399,neg2784
neg2794,neg3402,neg2785
neg2798,neg3408,neg2788
neg2804,neg3428,neg2789
neg2806,neg3446,neg2790
neg2807,neg3450,neg2791
neg2813,neg3458,neg2794
neg2819,neg346,neg2798
neg2822,neg3468,neg2804
neg2824,neg3472,neg2806
neg2825,neg348,neg2807
neg2828,neg3489,neg2813
neg2830,neg35,neg2819
neg2837,neg3513,neg2822
neg2839,neg3514,neg2824
neg2843,neg3527,neg2825
neg2847,neg3528,neg2828
neg285,neg3535,neg2830
neg2852,neg3543,neg2837
neg2860,neg3544,neg2847
neg2863,neg3557,neg285
neg2866,neg3561,neg2852
neg2875,neg3562,neg2860
neg2881,neg3564,neg2863
neg2882,neg3567,neg2866
neg2886,neg3571,neg2875
neg2887,neg3579,neg2881
neg2890,neg3582,neg2882
neg2895,neg3586,neg2886
neg2896,neg3592,neg2887
neg2898,neg3597,neg2890
neg2900,neg3602,neg2895
neg2902,neg3605,neg2896
neg2907,neg3606,neg2898
neg2909,neg3630,neg2900
neg2911,neg3633,neg2902
neg2912,neg3638,neg2907
neg2914,neg3644,neg2909
neg2917,neg3653,neg2911
neg2919,neg3655,neg2912
neg2920,neg3659,neg2914
neg2921,neg3660,neg2917
neg2922,neg3667,neg2919
neg2929,neg3672,neg2920
neg2934,neg3678,neg2921
neg2936,neg3680,neg2922
neg2940,neg3690,neg2929
neg2944,neg3693,neg2934
neg2945,neg3708,neg2936
neg2964,neg3709,neg2944
neg2965,neg371,neg2945
neg2972,neg3717,neg2964
neg2977,neg3718,neg2972
neg2979,neg373,neg2977
neg2988,neg3755,neg2988
neg2992,neg3756,neg2992
neg2997,neg3774,neg2997
neg30,neg3775,neg30
neg3000,neg378,neg3000
neg3002,neg3782,neg3002
neg3011,neg3796,neg3011
neg3012,neg3797,neg3012
neg3034,neg3821,neg3034
neg3035,neg3834,neg3035
neg3037,neg3837,neg3037
neg3044,neg3839,neg3044
neg3049,neg3848,neg3049
neg3053,neg3855,neg3053
neg3054,neg3857,neg3054
neg3076,neg3858,neg3076
neg3081,neg3865,neg3081
neg3085,neg3867,neg3085
neg3088,neg3887,neg3088
neg3091,neg39,neg3091
neg3104,neg3922,neg3104
neg3150,neg3925,neg3150
neg3152,neg3927,neg3152
neg3163,neg3940,neg3163
neg3165,neg3955,neg3165
neg317,neg396,neg317
neg3170,neg3961,neg3170
neg3177,neg3962,neg3177
neg3199,neg397,neg3199
neg3200,neg3984,neg3200
neg3208,neg3985,neg3208
neg3209,neg3993,neg3209
neg3210,neg4018,neg3210
neg3214,neg4021,neg3214
neg3215,neg4041,neg3215
neg3219,neg4045,neg3219
neg3220,neg4047,neg3220
neg3221,neg406,neg3221
neg3227,neg4071,neg3227
neg3230,neg4074,neg3230
neg3234,neg4076,neg3234
neg3236,neg4078,neg3236
neg3238,neg4080,neg3238
neg3241,neg4082,neg3241
neg3246,neg4085,neg3246
neg3248,neg4086,neg3251
neg3251,neg4111,neg3254
neg3254,neg4113,neg3257
neg3257,neg4128,neg3258
neg3258,neg4130,neg3261
neg3261,neg4141,neg3262
neg3262,neg4146,neg3271
neg3271,neg4147,neg3280
neg3280,neg4153,neg3282
neg3282,neg4168,neg3285
neg3285,neg4170,neg3296
neg3296,neg4175,neg3304
neg3303,neg4177,neg3307
neg3304,neg4206,neg3308
neg3307,neg4212,neg3316
neg3308,neg4227,neg3326
neg3315,neg4233,neg3328
neg3316,neg4234,neg3330
neg3326,neg4235,neg3333
neg3328,neg4240,neg3334
neg3330,neg4245,neg3336
neg3333,neg4265,neg3340
neg3334,neg4271,neg3344
neg3336,neg4272,neg3347
neg3340,neg4280,neg3351
neg3344,neg4302,neg3354
neg3347,neg4314,neg3355
neg3351,neg4316,neg3359
neg3354,neg4318,neg3366
neg3355,neg4320,neg3367
neg3359,neg4325,neg3370
neg3366,neg4335,neg3374
neg3367,neg4336,neg3376
neg3370,neg434,neg3377
neg3374,neg4369,neg3378
neg3376,neg4370,neg3385
neg3377,neg4372,neg3394
neg3378,neg4374,neg3395
neg3381,neg4375,neg3399
neg3385,neg4377,neg3402
neg3394,neg4383,neg3408
neg3395,neg4388,neg3428
neg3399,neg4392,neg3446
neg3402,neg4397,neg3450
neg3408,neg4399,neg3458
neg3428,neg4402,neg346
neg3446,neg4407,neg3468
neg3450,neg4413,neg3470
neg3458,neg4420,neg3471
neg346,neg4425,neg3472
neg3468,neg4426,neg348
neg3470,neg4431,neg3489
neg3471,neg4432,neg35
neg3472,neg4440,neg3507
neg348,neg4445,neg3513
neg3483,neg4446,neg3514
neg3489,neg4447,neg3527
neg35,neg4449,neg3528
neg3507,neg4453,neg3535
neg3513,neg4455,neg3543
neg3514,neg4457,neg3544
neg3527,neg4458,neg3557
neg3528,neg4464,neg3561
neg3535,neg4465,neg3562
neg3543,neg4469,neg3564
neg3544,neg4470,neg3567
neg3557,neg4473,neg3569
neg3561,neg4476,neg3571
neg3562,neg4477,neg3579
neg3564,neg4478,neg3582
neg3567,neg4479,neg3586
neg3569,neg4484,neg3592
neg3571,neg4486,neg3597
neg3579,neg4491,neg3602
neg3582,neg4492,neg3605
neg3586,neg4500,neg3606
neg3592,neg4503,neg3630
neg3597,neg4505,neg3633
neg3602,neg4506,neg3638
neg3605,neg4507,neg3644
neg3606,neg4508,neg3646
neg3630,neg4511,neg3653
neg3633,neg4513,neg3655
neg3638,neg4521,neg3659
neg3644,neg4524,neg3660
neg3646,neg4525,neg3667
neg3653,neg4527,neg3672
neg3655,neg4528,neg3678
neg3659,neg4529,neg3680
neg3660,neg4530,neg3690
neg3667,neg4531,neg3693
neg3672,neg4534,neg3708
neg3678,neg4535,neg3709
neg3680,neg4537,neg371
neg3690,neg4538,neg3718
neg3693,neg4539,neg373
neg3708,neg454,neg3755
neg3709,neg4541,neg3756
neg371,neg4543,neg3774
neg3717,neg4545,neg3775
neg3718,neg4552,neg378
neg373,neg4557,neg3782
neg3755,neg4559,neg3796
neg3756,neg4568,neg3797
neg3774,neg4569,neg3821
neg3775,neg4571,neg3834
neg378,neg4572,neg3837
neg3782,neg4573,neg3839
neg3796,neg4576,neg3848
neg3797,neg458,neg3851
neg3804,neg4585,neg3855
neg3821,neg4586,neg3857
neg3834,neg4587,neg3858
neg3837,neg4591,neg3865
neg3839,neg4593,neg3867
neg3848,neg4600,neg3868
neg3851,neg4611,neg3875
neg3855,neg4616,neg3883
neg3857,neg4617,neg3887
neg3858,neg4620,neg39
neg3865,neg4623,neg3922
neg3867,neg4628,neg3925
neg3868,neg4631,neg3927
neg3875,neg4634,neg3940
neg3883,neg4638,neg3955
neg3887,neg4643,neg396
neg39,neg4644,neg3961
neg3922,neg4645,neg3962
neg3925,neg4649,neg3966
neg3927,neg4652,neg397
neg3940,neg4655,neg3984
neg3952,neg4658,neg3985
neg3955,neg466,neg3988
neg396,neg4663,neg3993
neg3961,neg4665,neg4018
neg3962,neg467,neg4021
neg3966,neg4673,neg4041
neg397,neg4678,neg4045
neg3984,neg4683,neg4047
neg3985,neg4684,neg406
neg3988,neg4686,neg4071
neg3990,neg4689,neg4074
neg3993,neg4691,neg4076
neg4018,neg4692,neg4078
neg4021,neg4697,neg4080
neg4041,neg4698,neg4082
neg4045,neg4708,neg4085
neg4047,neg4715,neg4086
neg406,neg4716,neg4087
neg4071,neg4718,neg4111
neg4074,neg4720,neg4113
neg4076,neg4726,neg4128
neg4078,neg4732,neg4129
neg4080,neg4736,neg4130
neg4082,neg4740,neg4141
neg4085,neg4742,neg4146
neg4086,neg4749,neg4147
neg4087,neg4751,neg4153
neg4111,neg4752,neg4168
neg4113,neg4753,neg4170
neg4128,neg4760,neg4175
neg4129,neg4764,neg4177
neg4130,neg4780,neg4183
neg4141,neg4783,neg4206
neg4146,neg4784,neg4212
neg4147,neg4785,neg4227
neg4153,neg4786,neg4233
neg4168,neg4790,neg4234
neg4170,neg4797,neg4235
neg4175,neg4808,neg4240
neg4177,neg4813,neg4245
neg4183,neg4814,neg4265
neg4206,neg4818,neg4268
neg4212,neg4829,neg4271
neg4227,neg4834,neg4272
neg4233,neg4839,neg4280
neg4234,neg485,neg4302
neg4235,neg4850,neg4314
neg4240,neg4853,neg4316
neg4245,neg4859,neg4318
neg4265,neg4860,neg4320
neg4268,neg4861,neg4325
neg4271,neg4863,neg4335
neg4272,neg4864,neg4336
neg4280,neg4865,neg434
neg4302,neg4868,neg4369
neg4314,neg4872,neg4370
neg4316,neg4876,neg4372
neg4318,neg4878,neg4374
neg4320,neg488,neg4375
neg4325,neg4881,neg4377
neg4335,neg4882,neg4383
neg4336,neg4895,neg4388
neg434,neg4896,neg4392
neg4369,neg4913,neg4397
neg4370,neg4915,neg4399
neg4372,neg4916,neg4402
neg4374,neg4921,neg4406
neg4375,neg4924,neg4407
neg4377,neg4927,neg4413
neg4383,neg4937,neg4420
neg4388,neg4942,neg4425
neg4392,neg4945,neg4426
neg4397,neg4950,neg4431
neg4399,neg4952,neg4432
neg4402,neg4955,neg4436
neg4406,neg4956,neg4440
neg4407,neg4958,neg4445
neg4413,neg4960,neg4446
neg4420,neg4968,neg4447
neg4425,neg4971,neg4449
neg4426,neg4972,neg4453
neg4431,neg4982,neg4455
neg4432,neg4983,neg4457
neg4440,neg4985,neg4458
neg4445,neg4992,neg4462
neg4446,neg4993,neg4464
neg4449,neg4995,neg4465
neg4453,neg5005,neg4469
neg4455,neg5009,neg4470
neg4457,neg5012,neg4473
neg4458,neg5016,neg4476
neg4464,neg5018,neg4477
neg4465,neg5021,neg4478
neg4469,neg5023,neg4479
neg4470,neg5025,neg4484
neg4473,neg5033,neg4486
neg4476,neg5039,neg4491
neg4477,neg5041,neg4492
neg4478,neg5042,neg4500
neg4479,neg5044,neg4503
neg4484,neg5053,neg4505
neg4486,neg5063,neg4506
neg4491,neg5065,neg4507
neg4492,neg5067,neg4508
neg4500,neg5069,neg4511
neg4503,neg5077,neg4513
neg4505,neg5080,neg4516
neg4506,neg5086,neg4521
neg4507,neg5087,neg4524
neg4508,neg5097,neg4525
neg4513,neg5099,neg4527
neg4521,neg5106,neg4528
neg4527,neg5108,neg4529
neg4528,neg5109,neg4530
neg4529,neg5112,neg4531
neg4530,neg5116,neg4534
neg4531,neg5119,neg4535
neg4534,neg5123,neg4537
neg4535,neg5132,neg4538
neg4537,neg5135,neg4539
neg4538,neg5136,neg454
neg4539,neg5139,neg4541
neg454,neg5143,neg4543
neg4541,neg5146,neg4545
neg4545,neg5148,neg4552
neg4552,neg5149,neg4557
neg4559,neg5151,neg4559
neg4568,neg5153,neg4568
neg4569,neg5154,neg4569
neg4571,neg5155,neg4571
neg4572,neg5162,neg4572
neg4573,neg5169,neg4573
neg4576,neg5171,neg4576
neg458,neg5173,neg458
neg4585,neg5174,neg4585
neg4586,neg5176,neg4586
neg4587,neg5177,neg4587
neg4591,neg5179,neg4591
neg4593,neg5183,neg4593
neg4600,neg5185,neg4600
neg4611,neg5193,neg4611
neg4616,neg5198,neg4616
neg4617,neg5199,neg4617
neg4620,neg5203,neg4620
neg4623,neg5205,neg4623
neg4628,neg5215,neg4628
neg4631,neg5219,neg4631
neg4634,neg5226,neg4634
neg4638,neg5227,neg4638
neg4643,neg5229,neg4643
neg4644,neg5231,neg4644
neg4645,neg5239,neg4645
neg4648,neg5243,neg4648
neg4649,neg5245,neg4649
neg4652,neg5249,neg4652
neg4655,neg5253,neg4655
neg4658,neg5260,neg4658
neg466,neg5261,neg466
neg4663,neg5263,neg4663
neg4665,neg5264,neg4665
neg467,neg5269,neg467
neg4673,neg5279,neg4673
neg4678,neg5280,neg4678
neg4683,neg5281,neg4683
neg4684,neg5282,neg4684
neg4686,neg5285,neg4686
neg4689,neg5287,neg4689
neg4691,neg5288,neg4691
neg4692,neg5289,neg4692
neg4697,neg5293,neg4697
neg4698,neg5295,neg4698
neg4707,neg5296,neg4707
neg4708,neg5297,neg4708
neg4715,neg5301,neg4715
neg4718,neg5305,neg4716
neg4720,neg5311,neg4718
neg4726,neg5312,neg4720
neg4732,neg5313,neg4726
neg4736,neg5324,neg4732
neg4740,neg5325,neg4736
neg4749,neg5326,neg4740
neg4751,neg5328,neg4742
neg4752,neg5330,neg4749
neg4753,neg5332,neg4751
neg4760,neg5335,neg4752
neg4764,neg5337,neg4753
neg4780,neg5339,neg4760
neg4783,neg534,neg4764
neg4784,neg535,neg4780
neg4785,neg5354,neg4783
neg4786,neg5362,neg4784
neg4790,neg5375,neg4785
neg4797,neg5401,neg4786
neg4808,neg5403,neg4790
neg4813,neg5407,neg4797
neg4814,neg5416,neg4808
neg4818,neg5417,neg4813
neg4829,neg546,neg4814
neg4834,neg5463,neg4817
neg4839,neg5470,neg4818
neg485,neg5473,neg4829
neg4850,neg55,neg4834
neg4853,neg550,neg4839
neg4859,neg5512,neg485
neg4860,neg5516,neg4850
neg4861,neg5522,neg4853
neg4863,neg5525,neg4859
neg4864,neg5527,neg4860
neg4865,neg553,neg4861
neg4868,neg5539,neg4863
neg4872,neg5541,neg4864
neg4876,neg5545,neg4865
neg4878,neg5559,neg4868
neg488,neg5561,neg4872
neg4881,neg557,neg4876
neg4882,neg5573,neg4878
neg4895,neg558,neg488
neg4896,neg5581,neg4881
neg4913,neg5582,neg4882
neg4915,neg5589,neg4895
neg4916,neg5593,neg4896
neg4921,neg5594,neg4913
neg4924,neg5610,neg4915
neg4927,neg5616,neg4916
neg4928,neg5623,neg4921
neg4937,neg5626,neg4924
neg4942,neg5630,neg4925
neg4944,neg5632,neg4927
neg4945,neg5637,neg4928
neg4950,neg5641,neg4937
neg4952,neg5644,neg4942
neg4955,neg5653,neg4944
neg4956,neg5655,neg4945
neg4958,neg5667,neg4950
neg4960,neg5669,neg4952
neg4968,neg5670,neg4955
neg4971,neg5695,neg4956
neg4972,neg5707,neg4958
neg4982,neg5712,neg4960
neg4985,neg5733,neg4968
neg4992,neg575,neg4971
neg4993,neg5753,neg4972
neg4995,neg5764,neg4982
neg5005,neg5771,neg4983
neg5009,neg5797,neg4985
neg5012,neg5799,neg4992
neg5016,neg5802,neg4993
neg5018,neg5803,neg4995
neg5021,neg5813,neg5005
neg5023,neg5823,neg5009
neg5025,neg5827,neg5012
neg5033,neg5835,neg5016
neg5039,neg584,neg5018
neg5041,neg5860,neg5021
neg5042,neg5866,neg5023
neg5053,neg5879,neg5025
neg5063,neg589,neg5033
neg5065,neg5904,neg5039
neg5067,neg5928,neg5041
neg5069,neg593,neg5042
neg5077,neg5937,neg5044
neg5080,neg5956,neg5053
neg5086,neg5959,neg5063
neg5087,neg596,neg5065
neg5097,neg5969,neg5067
neg5099,neg5979,neg5069
neg5106,neg599,neg5077
neg5108,neg60,neg5080
neg5109,neg6019,neg5086
neg5112,neg602,neg5087
neg5116,neg603,neg5097
neg5119,neg6038,neg5099
neg5123,neg6049,neg5106
neg5132,neg6053,neg5108
neg5135,neg6056,neg5109
neg5136,neg607,neg5112
neg5139,neg609,neg5116
neg5143,neg6130,neg5119
neg5148,neg6137,neg5123
neg5149,neg6161,neg5132
neg5151,neg6172,neg5135
neg5153,neg6179,neg5136
neg5154,neg6184,neg5139
neg5155,neg6185,neg5143
neg5162,neg6189,neg5146
neg5169,neg6216,neg5148
neg5171,neg6222,neg5149
neg5173,neg6223,neg5151
neg5174,neg6224,neg5153
neg5176,neg625,neg5154
neg5177,neg627,neg5155
neg5179,neg628,neg5162
neg5183,neg6284,neg5169
neg5193,neg6310,neg5171
neg5199,neg6317,neg5173
neg5203,neg6323,neg5174
neg5205,neg6338,neg5176
neg5215,neg6345,neg5177
neg5216,neg6346,neg5179
neg5219,neg6361,neg5183
neg5226,neg6378,neg5185
neg5227,neg6384,neg5193
neg5229,neg6389,neg5198
neg5231,neg6412,neg5199
neg5239,neg6424,neg5203
neg5243,neg6426,neg5205
neg5245,neg6437,neg5215
neg5249,neg6446,neg5216
neg5253,neg6447,neg5219
neg5261,neg6466,neg5226
neg5263,neg6469,neg5227
neg5264,neg6472,neg5229
neg5269,neg6474,neg5231
neg5279,neg6479,neg5239
neg5280,neg6484,neg5243
neg5281,neg6485,neg5245
neg5282,neg6489,neg5249
neg5285,neg6490,neg5253
neg5287,neg6497,neg5260
neg5288,neg6498,neg5261
neg5289,neg6499,neg5263
neg5293,neg6500,neg5264
neg5295,neg6509,neg5269
neg5296,neg6510,neg5279
neg5297,neg6516,neg5280
neg5301,neg6526,neg5281
neg5305,neg6533,neg5282
neg5311,neg6537,neg5285
neg5312,neg654,neg5287
