"","C-FOMI-AGAR-POT-63-16S","C-FOMI-AGAR-POT-64-16S","C-PENI-AGAR-OAT-65-16S","C-PENI-AGAR-OAT-66-16S","C-PENI-AGAR-POT-56-16S","C-PENI-AGAR-POT-57-16S","C-PENI-AGAR-POT-62-16S","C-UNKN-AGAR-OAT-50-16S","C-UNKN-AGAR-OAT-52-16S","C-UNKN-AGAR-OAT-59-16S","C-UNKN-AGAR-OAT-60-16S","C-UNKN-AGAR-OAT-61-16S","C-UNKN-AGAR-POT-55-16S","C-UNKN-AGAR-POT-67-16S","F-MSUB-WOOD-EPB-20-16S","F-MSUB-WOOD-EPB-22-16S","F-MSUB-WOOD-SAB-28-16S","L-CBRA-BARK-BOJ-02-16S","L-CFUR-BARK-BOJ-01-16S","L-CFUR-BARK-BOJ-11-16S","L-CFUR-BARK-BOJ-12-16S","L-CFUR-WOOD-BOJ-15-16S","L-CSTE-BARK-UKN-42-16S","L-CSTE-WOOD-EPB-39-16S","L-CTRI-BARK-BOJ-06-16S","L-CTRI-BARK-BOJ-08-16S","L-CTRI-BARK-BOJ-21-16S","L-CTRI-BARK-BOJ-36-16S","L-CTRI-BARK-BOJ-46-16S","L-CTRI-WOOD-BOJ-26-16S"
"ASV2599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49001808709942,0
"ASV2600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49001808709942,0
"ASV2602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48132769944653
"ASV2604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48132769944653
"ASV2611",5.45107906047874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2612",0,0,5.45015369605374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2613",0,0,5.45015369605374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2616",0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2617",0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2618",0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2619",0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2620",0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2622",0,0,0,0,0,5.45015369605374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2625",0,0,0,0,0,0,5.44418920483241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2626",0,0,0,0,0,0,5.44418920483241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2627",0,0,0,0,0,0,5.44418920483241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2628",0,0,0,0,0,0,5.44418920483241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2629",0,0,0,0,0,0,0,5.44626140735398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2630",0,0,0,0,0,0,0,5.44626140735398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2631",0,0,0,0,0,0,0,0,5.44523656555716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2632",0,0,0,0,0,0,0,0,5.44523656555716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2634",0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2635",0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2636",0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2639",0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2640",0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2641",0,0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2642",0,0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45015369605374,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0,0
"ASV2647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0
"ASV2648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0
"ASV2650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44726467835125,0,0,0,0,0,0,0,0,0,0
"ASV2651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0,0
"ASV2652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0,0
"ASV2653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0,0
"ASV2654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0,0
"ASV2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0
"ASV2656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449210011952,0,0,0,0,0,0,0,0
"ASV2658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0
"ASV2659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44824726802765,0,0,0,0,0
"ASV2663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV2664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV2665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV2666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV2668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV2669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45287758256952,0
"ASV2670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45287758256952,0
"ASV2671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241
"ASV2685",5.4129574903778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2688",0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2690",0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2691",0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2692",0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2694",0,0,0,0,0,0,0,5.40814101103354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2695",0,0,0,0,0,0,0,5.40814101103354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2697",0,0,0,0,0,0,0,0,5.40711641943199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2699",0,0,0,0,0,0,0,0,5.40711641943199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2703",0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40711641943199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41203235110886,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41203235110886,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41203235110886,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0
"ASV2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0,0
"ASV2714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0,0,0,0,0,0,0
"ASV2721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41108889676804,0,0,0,0,0,0,0,0,0
"ASV2722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41108889676804,0,0,0,0,0,0,0,0,0
"ASV2723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41108889676804,0,0,0,0,0,0,0,0
"ASV2724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41203235110886,0,0,0,0,0,0,0
"ASV2727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41012638739861,0,0,0,0,0,0
"ASV2728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41012638739861,0,0,0,0,0,0
"ASV2729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41012638739861,0,0,0,0,0,0
"ASV2730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41012638739861,0,0,0,0,0
"ASV2731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40914403727211,0,0,0,0
"ASV2732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40606931458204,0,0
"ASV2733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40606931458204,0,0
"ASV2734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41475557526822,0
"ASV2737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40606931458204
"ASV2738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40606931458204
"ASV2739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40606931458204
"ASV2744",5.37380115182379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2745",0,0,5.37287625004137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2747",0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2748",0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2749",0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2756",0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2757",0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2758",0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2760",0,0,0,0,0,0,5.3669147478713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2763",0,0,0,0,0,0,5.3669147478713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2764",0,0,0,0,0,0,5.3669147478713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2765",0,0,0,0,0,0,0,5.36898591053978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2766",0,0,0,0,0,0,0,5.36898591053978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2769",0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2770",0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2772",0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2773",0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2776",0,0,0,0,0,0,0,0,0,0,0,4.95953976741691,3.55817743476339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2777",0,0,0,0,0,0,0,0,0,0,0,0,5.37097077607442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2778",0,0,0,0,0,0,0,0,0,0,0,0,0,5.37097077607442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36796158283455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0,0
"ASV2788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0,0,0,0,0,0,0
"ASV2789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.371933038044,0,0,0,0,0,0,0,0,0
"ASV2790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.371933038044,0,0,0,0,0,0,0,0,0
"ASV2792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.371933038044,0,0,0,0,0,0,0,0
"ASV2793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.371933038044,0,0,0,0,0,0,0,0
"ASV2794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.371933038044,0,0,0,0,0,0,0,0
"ASV2795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0
"ASV2796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37287625004137,0,0,0,0,0,0,0
"ASV2797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37097077607442,0,0,0,0,0,0
"ASV2798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37097077607442,0,0,0,0,0
"ASV2800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0
"ASV2801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0
"ASV2802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0
"ASV2803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36998867861617,0,0,0,0
"ASV2806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3669147478713
"ASV2807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3669147478713
"ASV2808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3669147478713
"ASV2813",5.33355229565703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2814",5.33355229565703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2815",0,0,5.33262764473303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2816",0,0,5.33262764473303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2819",0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2825",0,0,0,0,0,0,5.32666776331005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2827",0,0,0,0,0,0,5.32666776331005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2828",0,0,0,0,0,0,0,5.328738362142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2830",0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2831",0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2832",0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2833",0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2835",0,0,0,0,0,0,0,0,0,5.33168468872433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2836",0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2837",0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2838",0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2839",0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2840",0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2843",0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0
"ASV2856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0,0
"ASV2857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0
"ASV2858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0,0,0,0,0,0,0
"ASV2859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0
"ASV2861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0
"ASV2862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0
"ASV2863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0
"ASV2864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0,0,0,0,0
"ASV2865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33072268808443,0,0,0,0,0,0
"ASV2866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33072268808443,0,0,0,0,0
"ASV2867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33072268808443,0,0,0,0,0
"ASV2868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33072268808443,0,0,0,0,0
"ASV2869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33072268808443,0,0,0,0,0
"ASV2870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32974085752074,0,0,0,0
"ASV2873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33262764473303,0,0,0
"ASV2874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32666776331005,0,0
