"","C-FOMI-AGAR-POT-63-16S","C-FOMI-AGAR-POT-64-16S","C-PENI-AGAR-OAT-65-16S","C-PENI-AGAR-OAT-66-16S","C-PENI-AGAR-POT-56-16S","C-PENI-AGAR-POT-57-16S","C-PENI-AGAR-POT-62-16S","C-UNKN-AGAR-OAT-50-16S","C-UNKN-AGAR-OAT-52-16S","C-UNKN-AGAR-OAT-59-16S","C-UNKN-AGAR-OAT-60-16S","C-UNKN-AGAR-OAT-61-16S","C-UNKN-AGAR-POT-55-16S","C-UNKN-AGAR-POT-67-16S","F-MSUB-WOOD-EPB-20-16S","F-MSUB-WOOD-EPB-22-16S","F-MSUB-WOOD-SAB-28-16S","L-CBRA-BARK-BOJ-02-16S","L-CFUR-BARK-BOJ-01-16S","L-CFUR-BARK-BOJ-11-16S","L-CFUR-BARK-BOJ-12-16S","L-CFUR-WOOD-BOJ-15-16S","L-CSTE-BARK-UKN-42-16S","L-CSTE-WOOD-EPB-39-16S","L-CTRI-BARK-BOJ-06-16S","L-CTRI-BARK-BOJ-08-16S","L-CTRI-BARK-BOJ-21-16S","L-CTRI-BARK-BOJ-36-16S","L-CTRI-BARK-BOJ-46-16S","L-CTRI-WOOD-BOJ-26-16S"
"ASV406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54969473117077,0,0,0,0,0,0,0,0,0,0,0,0
"ASV407",0,0,0,0,0,0,2.84873795337134,0,0,0,0,0,0,0,0,0,0,0,6.80600407698766,4.79190090983114,4.53489771515033,0,0,0,0,3.0629611624422,0,0,0,2.84873795337134
"ASV409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53488341934832
"ASV410",3.56094036747309,0,0,3.69035789326146,3.55721876857149,0,0,4.5319727696329,2.60206406960106,3.55911675348362,0,2.60398111002659,4.46123284417427,0,0,3.81024719328316,0,0,0,0,0,0,0,5.01233244663676,4.30379842084143,0,0,3.40753382560632,0,3.68734844491572
"ASV414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34094791677056,0,0,0,0,0,0,0,0,0,0,0,6.71209781315122,0,0
"ASV415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46025900284941,0,0,0,3.24907549934226,0,2.85443448339978,6.0034633696371,0,0,3.56003749062429,0,0,6.27792332183122
"ASV416",0,0,0,0,3.92461300970249,0,0,5.10870917808504,3.55524008424415,4.38561570549781,0,4.66823649463597,3.41147868947068,0,0,4.38168152301758,0,0,0,0,0,0,0,0,0,0,0,3.68734844491572,0,0
"ASV417",0,0,0,0,0,0,3.24421653788547,0,0,0,0,0,0,0,0,0,7.08520889460174,3.41333204217858,0,0,0,4.38561570549781,3.69318501154661,0,0,0,0,0,0,0
"ASV418",0,0,0,0,0,0,2.30176047618774,0,0,0,0,0,0,0,0,0,7.08520889460174,2.60671215218126,0,0,0,4.79383608702331,3.92745319305359,0,0,0,0,0,0,0
"ASV419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56094036747309,0,0,0,0,0,0,0,0,0,6.68458965724926,0,5.81400060455421,0,0,4.12304793015951
"ASV422",0,0,0,0,0,0,4.02583343452227,0,0,0,0,3.0629611624422,0,0,0,0,0,0,6.53221719334965,4.79190090983114,4.67016919007581,0,0,0,0,3.55721876857149,0,0,0,1.92330042271182
"ASV423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12802812300938,6.83504811368427,0,0,0,0,0,0,0,0,0,0,0
"ASV424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03170771161728,7.09724658916754,0,0,5.01329210485109,0,0,0,0,0,0,0,0
"ASV426",0,0,0,3.92461300970249,1.41036919101578,0,0,0,0,0,0,3.55721876857149,0,0,0,0,0,0,0,0,0,0,0,6.83603624721353,0,0,5.45015369605374,0,0,0
"ASV427",0,0,0,0,0,0,4.29978489623515,0,0,0,0,0,0,0,0,0,0,0,6.60146717250578,4.73139347292034,5.41108889676804,0,0,0,0,0,0,0,0,0
"ASV428",0,0,0,0,0,0,0,6.4013974398605,0,0,0,0,0,0,0,6.61623405284768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV430",0,0,0,0,0,0,3.68734844491572,0,0,0,0,0,0,0,0,0,0,0,6.58446380790748,4.60218723558553,4.7333274619954,0,0,0,0,3.41052348130679,0,1.40769769889183,0,2.84873795337134
"ASV431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02886234577662,0,3.812236741275,0,5.81305500552001,0,6.26264760416348,0,0,0,0,0,0,4.52991722244515
"ASV432",0,0,0,3.55721876857149,0,0,0,2.85071694375809,3.06100961617073,1.41205935111211,0,1.92609533022279,2.8526135922884,5.11069027568974,0,3.68837330542942,0,0,0,0,0,0,0,0,0,6.10141900420877,0,3.68734844491572,0,0
"ASV433",0,0,0,2.8516751299437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85034193516185,0,4.21715969204709,5.41203235110886,0,0,0
"ASV435",0,0,0,0,0,6.65421088123037,0,0,0,0,1.92609533022279,0,4.79287836781391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5991340155307,0,0
"ASV436",0,0,0,0,0,0,6.23507791824023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69639047951105
"ASV439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46243906509009
"ASV441",0,0,0,0,0,0,0,0,5.92151468248328,0,4.60218723558553,0,6.55083118602458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV443",0,0,0,4.02886234577662,3.41052348130679,0,0,5.20078537804972,4.45824896550972,0,0,0,0,3.81320066565672,0,4.21515630946021,4.30282660421151,0,0,0,0,0,0,0,0,0,0,4.21412173319146,0,0
"ASV444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89624831988308,0,0,0,0,0,0,4.12705092677855,6.65229461278284,0,0,0,0,0
"ASV445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79190090983114,0,0,0,0,0,0,5.59139129891629,0,0,4.30568396730808,0,0,6.37978008810609
"ASV446",0,0,4.03170771161728,0,0,0,5.24264012295992,4.02787425360618,3.40855194132997,0,0,3.55721876857149,4.21813031247312,4.53394269090796,0,2.60206406960106,0,0,0,0,0,0,0,0,0,0,0,2.84873795337134,0,0
"ASV449",0,0,0,0,3.55721876857149,2.85443448339978,1.40769769889183,3.06199575494397,4.53095616207781,0,2.8516751299437,3.92461300970249,3.81320066565672,5.06234946917464,0,4.02686492754735,2.8516751299437,0,0,0,0,0,0,0,0,0,0,5.10664195262921,0,0
"ASV451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4288911959986,0,0,0,0,0,0
"ASV454",0,0,0,0,0,0,0,0,6.74406161129867,0,0,0,6.02884213357557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV455",0,0,0,0,0,4.60505539129272,0,0,0,0,0,0,0,0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,4.30282660421151,0,0,5.33534943229489,4.29978489623515
"ASV456",0,0,0,0,0,0,0,0,5.32771431319128,0,0,4.12608165672493,0,0,0,0,5.89624831988308,0,0,0,0,0,0,4.30379842084143,0,0,0,0,0,5.24264012295992
"ASV457",0,0,0,0,0,0,0,0,0,0,0,5.28833785589375,0,0,0,0,0,0,0,0,5.24765407458025,0,0,0,0,6.21625548675585,4.46312231518946,0,0,0
"ASV458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39901794566173,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39901794566173,0,0,0,0,0,0,0,0,0,0,0
"ASV460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4019265236207,0,0,0,0,0,0,0
"ASV461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39592160634423
"ASV462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38616371757726
"ASV463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38616371757726
"ASV465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37633937995622
"ASV466",3.81597873374101,0,0,2.30462387086484,3.69035789326146,0,0,4.12509199478929,4.21515630946021,0,4.95953976741691,2.8516751299437,0,3.06390669300359,0,3.92261923547629,0,0,0,0,0,0,0,0,0,0,0,4.12304793015951,0,0
"ASV468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3664476822687,0,0
"ASV472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69318501154661,0,0,0,7.25796624391227,0,0,0,0,0,0,0,0
"ASV473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35648769442957
"ASV475",0,0,4.22001354027792,0,0,0,0,3.55623994065571,2.30273556767126,0,0,4.12608165672493,3.92557897962707,4.96051876457815,0,4.12408106414509,0,0,0,0,0,0,0,0,0,0,0,4.12304793015951,0,0
"ASV476",0,0,0,6.00247791752609,0,0,0,0,0,5.01329210485109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55691470318073,4.60218723558553,0,0,0,0
"ASV477",0,0,0,0,0,0,0,0,0,0,0,0,0,6.76229931277132,0,0,0,0,4.38368958166871,3.69035789326146,4.12800062864158,3.24907549934226,0,0,0,0,0,0,0,0
"ASV478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91882855897742,3.24998882308581,0,0,0,4.85190848233186,3.0657412859729,0,0,0,0,0,0,0
"ASV480",0,0,0,0,0,0,6.4563851654478,0,0,0,0,6.23816525004601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33945506211084,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV485",4.60597408218802,0,3.24998882308581,0,0,0,0,3.55623994065571,3.68837330542942,0,0,4.02886234577662,3.24814374828883,5.01233244663676,0,3.92261923547629,0,0,0,0,0,0,0,0,0,0,0,2.84873795337134,0,0
"ASV487",2.85531836660038,5.29394482029726,0,4.38368958166871,1.92609533022279,0,0,3.40954818642534,3.92261923547629,0,0,4.02886234577662,0,3.69131941685597,0,4.53095616207781,0,0,0,0,0,0,0,0,0,0,0,3.92158962618573,0,0
"ASV488",0,0,0,2.60398111002659,0,0,0,4.12509199478929,3.55524008424415,0,0,0,0,0,4.67202611178137,0,3.2471928104918,0,2.60398111002659,0,0,0,0,0,0,5.62407953913819,4.53583383729297,0,0,4.5991340155307
"ASV489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33027350423044,0,0,0,0,0,0
"ASV490",0,0,0,6.56725765027284,0,3.69318501154661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78157036061373,0,0,0,0
"ASV491",0,0,0,0,0,0,0,5.75041265575133,0,0,0,0,0,4.30379842084143,0,4.02686492754735,4.02886234577662,0,0,0,0,0,0,4.79287836781391,0,0,0,3.80921976869313,0,4.38064452946185
"ASV493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31594554940027,0,0
"ASV494",0,0,0,0,0,0,0,0,0,0,0,3.55721876857149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21530973484007,0,0,0
"ASV496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34094791677056,0,0,0,0,0,0,0,0,0,0,0,6.29887811465336,0,0
"ASV497",0,0,0,0,6.45947481222437,0,0,0,0,0,0,0,6.14944211558064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV499",0,0,0,0,0,0,4.29978489623515,0,0,0,0,3.812236741275,0,0,0,0,0,0,6.02785657496748,4.53296798524737,4.67016919007581,0,0,0,0,3.812236741275,0,0,0,2.30176047618774
"ASV500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29833488707258,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29523907528021,0,0
"ASV502",4.46403945671636,0,3.0657412859729,0,0,4.90867305664251,0,3.81125254106907,3.68837330542942,0,0,2.8516751299437,0,4.96051876457815,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92158962618573,0,0
"ASV503",0,0,0,0,0,0,0,0,0,0,0,3.92461300970249,0,0,0,0,6.3226211500184,0,0,0,0,0,0,6.0034633696371,0,0,0,0,0,0
"ASV504",0,0,0,0,0,0,0,0,0,0,0,3.2471928104918,0,0,0,0,0,0,5.01135300837303,4.84997221013579,5.01329210485109,0,5.89914437738237,0,0,0,0,0,0,0
"ASV505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40623636887212,0,0,0,0,0,0,0,0,0,4.38466246531215,0,0,0,0,5.74833685701563
"ASV506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96334021699242,0,0,0,0,0,0,0,0,0,6.07829834043868,0,4.03170771161728,0,0,4.12304793015951
"ASV508",0,0,0,0,0,0,4.12304793015951,4.73039605853481,4.38168152301758,0,0,0,4.38466246531215,0,0,4.66622157560777,0,0,0,5.20178695471371,0,0,0,0,0,0,0,4.02583343452227,0,0
"ASV509",0,5.62969833269195,0,0,0,0,3.24421653788547,0,3.68837330542942,0,0,0,0,0,0,4.72937720340156,0,0,0,5.24571139437317,0,0,0,0,0,0,0,4.66518103555497,0,0
"ASV512",0,0,0,0,0,0,3.24421653788547,0,0,0,0,3.0629611624422,0,0,0,0,0,0,6.02785657496748,4.46025900284941,5.24765407458025,0,0,0,0,3.55721876857149,0,0,0,3.06000183547625
"ASV513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60597408218802,0,0,0,0,0,0,0,0,0,6.4604619237947,0,4.9624182292529,0,0,3.92158962618573
"ASV514",4.46403945671636,0,0,0,6.28101112982325,0,0,0,4.02686492754735,0,0,0,0,0,0,4.45824896550972,0,0,0,0,0,0,0,0,0,0,0,4.38064452946185,0,0
"ASV517",3.25088443472866,0,0,3.2471928104918,0,0,0,4.21616865041216,4.21515630946021,0,0,3.0629611624422,0,2.8526135922884,0,0,0,0,0,0,5.89819839530572,0,0,0,0,0,0,4.95647555395061,0,0
"ASV519",0,0,0,0,0,0,4.66518103555497,0,0,0,0,4.53296798524737,0,0,0,0,0,0,4.79190090983114,5.81110572049962,0,0,0,0,0,4.02886234577662,0,0,0,0
"ASV522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24213410908175
"ASV523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24213410908175
"ASV524",0,0,0,0,0,0,0,0,4.95751907737788,0,5.06136961969284,0,0,0,0,5.36796158283455,0,0,0,0,0,0,0,0,0,0,0,5.62100082902414,0,0
"ASV525",0,0,0,0,0,0,0,0,4.12408106414509,0,0,0,6.36405141584928,0,0,4.90377627872355,0,0,0,0,0,0,0,0,0,0,0,4.66518103555497,0,0
"ASV526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23127444744357
"ASV528",0,0,0,4.30282660421151,3.69035789326146,0,0,5.060369148466,4.45824896550972,0,0,0,0,3.92557897962707,0,4.30082075013562,4.21715969204709,0,0,0,0,0,0,0,0,0,0,4.21412173319146,0,0
"ASV529",0,0,0,0,5.36998867861617,0,3.40753382560632,3.68937614594586,4.38168152301758,0,0,0,0,0,0,4.60017379255692,0,0,3.55721876857149,4.38368958166871,0,0,0,0,0,0,0,4.12304793015951,0,0
"ASV530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84973818607418,0,0,0,0,0,0,0,4.85095022138614,0,6.74610072703381,3.24998882308581,0,0,1.40769769889183
"ASV531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22633550807527,0,0,0,0,0,0,0,0,0,0,0,0
"ASV532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22033242072792
"ASV533",0,0,0,0,0,0,0,6.25874002816434,0,0,5.72062127762663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45721094906755,0,0
"ASV534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30486694455326,2.60398111002659,3.92461300970249,0,5.11165071281033,0,0,4.30379842084143,0,0,0,0,0
"ASV535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41147868947068,5.59139129891629,0,0,0,0,5.19871667877188
"ASV536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20930676998025
"ASV537",0,0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27792332183122,0,0
"ASV538",0,0,0,0,5.68915311105468,0,0,0,0,0,0,0,6.6024547018856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV540",0,0,0,0,0,0,0,0,0,3.24907549934226,0,0,0,0,0,5.24368605165158,0,0,0,0,0,0,6.26264760416348,0,0,4.79190090983114,0,0,0,0
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19819620715868
"ASV542",5.20559490569832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78922045881955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV544",0,0,0,0,0,0,3.24421653788547,0,0,0,0,0,0,0,0,0,0,0,6.76131135954301,2.8516751299437,3.92652545007672,0,0,0,0,0,0,0,0,3.55421827542867
"ASV545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1880534983284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV546",0,0,3.41333204217858,0,3.92461300970249,0,0,3.24622187856941,3.40855194132997,0,0,2.60398111002659,3.55817743476339,4.96051876457815,0,4.38168152301758,0,0,0,0,0,0,0,0,0,0,0,2.60107412473747,0,0
"ASV547",0,0,0,7.17881017819373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3659660116617,4.02886234577662,3.2471928104918,0,4.90773327326418,0,0,3.69131941685597,0,0,0,0,0
"ASV549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78157036061373,0,0,6.51632716768477,0,0,0,0,0,0,0,0
"ASV550",0,0,0,0,5.20178695471371,0,3.55421827542867,4.12509199478929,4.21515630946021,0,0,0,0,0,0,4.95751907737788,0,0,3.55721876857149,3.812236741275,0,0,0,0,0,0,0,3.68734844491572,0,0
"ASV551",0,0,0,0,0,0,2.84873795337134,3.68937614594586,4.84795355714375,0,0,0,5.15746358935306,0,0,0,0,0,3.0629611624422,3.92461300970249,0,0,0,0,0,0,0,3.24421653788547,0,0
"ASV554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79287836781391,0,6.68360190423963,3.41333204217858,0,0,2.84873795337134
"ASV556",0,0,0,0,3.92461300970249,3.81507091403104,0,4.02787425360618,3.40855194132997,0,0,0,5.11069027568974,0,0,3.81024719328316,0,0,0,0,0,0,0,3.41147868947068,2.30553878786259,0,0,4.29978489623515,0,4.02583343452227
"ASV557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92425217820816,0,0,0,0,0,0,0,5.11069027568974,3.55817743476339,6.4407013181228,3.0657412859729,0,0,2.30176047618774
"ASV558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38466246531215,0,6.76131135954301,2.60671215218126,0,0,3.40753382560632
"ASV559",0,0,0,0,5.15648299571096,0,0,5.28733564901135,4.66622157560777,0,4.12608165672493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84691108678879,0,0
"ASV561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13276850650202,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79287836781391,0,6.63488425808006,2.85443448339978,0,0,3.40753382560632
"ASV563",0,0,0,0,0,0,6.51128238689971,0,0,0,0,0,0,0,0,0,0,5.24859647279088,0,3.69035789326146,0,0,0,0,0,0,0,0,0,0
"ASV564",0,0,0,0,0,0,2.30176047618774,0,0,0,0,0,0,0,0,0,6.68360190423963,2.30731403391093,0,0,0,4.12800062864158,3.92745319305359,0,0,0,0,0,0,0
"ASV565",0,0,0,0,0,0,0,0,0,0,0,3.41052348130679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02637260405207,0,0,0
"ASV566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4407013181228,4.12608165672493,0,5.24765407458025,0,0,0,0,0,0,0,0
"ASV567",0,0,0,0,0,0,7.10608995688545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV568",0,0,0,0,0,0,0,0,0,0,0,3.92461300970249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96186834748187,0,0,0
"ASV569",0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,6.14642083376589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10918467263696,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10918467263696,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4407013181228,2.85443448339978,0,0,4.60411851716103,4.304750616241,2.60671215218126,0,0,0,0,0,0,0
"ASV573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20276788611211,1.92698838956383,6.42168030130811,3.24998882308581,0,0,3.06000183547625
"ASV574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11483258936525,0
"ASV575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10608995688545
"ASV576",0,0,0,0,5.65698320289351,0,0,4.21616865041216,3.55524008424415,0,3.0629611624422,0,5.06234946917464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09415194751795
"ASV580",0,0,0,0,0,0,3.68734844491572,0,0,0,0,0,0,0,0,0,0,0,0,4.90579598864371,6.58641882308652,0,0,0,0,0,0,0,0,0
"ASV581",0,0,0,0,0,0,0,5.6230752130618,5.0093314069448,0,2.8516751299437,2.8516751299437,0,4.38466246531215,0,4.53095616207781,0,0,0,0,0,0,0,0,0,2.30462387086484,0,0,0,0
"ASV582",0,0,0,0,0,0,0,2.85071694375809,0,0,0,0,0,0,0,0,0,0,0,0,2.60582003835657,0,0,3.24814374828883,0,0,0,3.40753382560632,0,6.75821907467443
"ASV583",0,0,0,0,0,0,0,0,5.8663892652909,0,0,0,5.20276788611211,0,0,0,0,0,0,0,0,0,4.22001354027792,0,0,0,0,0,0,4.72833596520326
"ASV584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08811581051736,0,0,0,0,0,0,0
"ASV585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24814374828883,0,3.812236741275,1.41287934986477,3.40753382560632,0,6.71209781315122
"ASV586",2.60758697729955,0,0,0,2.60398111002659,0,0,4.02787425360618,3.40855194132997,0,4.21715969204709,2.30462387086484,5.11069027568974,4.38466246531215,0,4.21515630946021,0,0,0,0,0,0,0,0,0,0,0,3.55421827542867,0,0
"ASV588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55593146408628,0,5.32974085752074,0,0,0,0,4.02983007942743,0,0,0,0,0,5.15341377840159
"ASV591",0,0,0,0,0,0,5.40606931458204,0,0,0,0,0,0,0,0,0,0,0,5.01135300837303,4.38368958166871,3.41241462209411,0,0,0,0,0,0,0,0,0
"ASV592",0,0,0,0,0,0,3.68734844491572,3.40954818642534,0,0,0,0,0,0,0,0,0,0,3.55721876857149,4.02886234577662,6.02980778451529,0,0,0,0,0,0,3.68734844491572,0,0
"ASV594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05773351249113
"ASV595",0,0,0,5.52061093063562,0,0,0,0,0,0,6.45947481222437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV596",0,0,0,0,0,0,4.45721094906755,0,0,0,0,0,0,0,0,0,0,4.30568396730808,4.84997221013579,5.01135300837303,0,4.38561570549781,0,0,0,0,0,0,4.03439051881251,0
"ASV597",0,0,0,4.53296798524737,3.0629611624422,0,0,3.40954818642534,3.55524008424415,0,0,0,0,5.20276788611211,0,3.55524008424415,0,0,0,0,0,0,0,0,0,0,0,3.92158962618573,0,0
"ASV599",0,0,0,0,0,0,0,0,0,0,7.03602783024181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV600",0,0,0,0,0,0,0,0,0,0,7.03602783024181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03602783024181,0,0,0,0,0,0,0,0,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38368958166871,6.54984380383027,0,0,4.30568396730808,0,0,0,0,0,0,0
"ASV603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0389344514237,0,0,0,0,0,0,0
"ASV604",0,0,0,4.66823649463597,0,5.81400060455421,0,0,0,3.81414513314532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28833785589375,0,0,0,0
"ASV605",0,0,0,0,0,0,3.92158962618573,0,0,0,0,0,0,0,0,0,0,0,4.90579598864371,4.73139347292034,0,5.01329210485109,0,0,3.81320066565672,0,0,0,4.30837806507753,0
"ASV606",0,0,0,0,0,0,0,6.07630606841751,0,0,0,0,0,0,0,6.00044389038884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV608",0,0,0,0,0,0,0,0,0,0,7.02346605977059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01079395004776,0,0,0,0,0,0,0,0,0,0,0,0,0
