name+AF8-sirius,Pathway,Class,Subclass
pos991,Terpenoids,Diterpenoids,Diterpenoids
neg12094,Fatty acids,Eicosanoids,Eicosanoids
neg1322,Fatty acids,Eicosanoids,Eicosanoids
neg14459,Fatty acids,Eicosanoids,Eicosanoids
neg14692,Fatty acids,Eicosanoids,Eicosanoids
neg14733,Fatty acids,Eicosanoids,Eicosanoids
neg15610,Fatty acids,Eicosanoids,Eicosanoids
neg17478,Fatty acids,Eicosanoids,Eicosanoids
neg17622,Fatty acids,Eicosanoids,Eicosanoids
neg18594,Fatty acids,Eicosanoids,Eicosanoids
neg2474,Fatty acids,Eicosanoids,Eicosanoids
neg3163,Fatty acids,Eicosanoids,Eicosanoids
neg3567,Fatty acids,Eicosanoids,Eicosanoids
neg3865,Fatty acids,Eicosanoids,Eicosanoids
neg4018,Fatty acids,Eicosanoids,Eicosanoids
neg4335,Fatty acids,Eicosanoids,Eicosanoids
neg5021,Fatty acids,Eicosanoids,Eicosanoids
neg5312,Fatty acids,Eicosanoids,Eicosanoids
neg5527,Fatty acids,Eicosanoids,Eicosanoids
neg5937,Fatty acids,Eicosanoids,Eicosanoids
neg7267,Fatty acids,Eicosanoids,Eicosanoids
neg7322,Fatty acids,Eicosanoids,Eicosanoids
neg7327,Fatty acids,Eicosanoids,Eicosanoids
neg7502,Fatty acids,Eicosanoids,Eicosanoids
neg7702,Fatty acids,Eicosanoids,Eicosanoids
neg7734,Fatty acids,Eicosanoids,Eicosanoids
neg7763,Fatty acids,Eicosanoids,Eicosanoids
neg7948,Fatty acids,Eicosanoids,Eicosanoids
neg8099,Fatty acids,Eicosanoids,Eicosanoids
neg8214,Fatty acids,Eicosanoids,Eicosanoids
neg8363,Fatty acids,Eicosanoids,Eicosanoids
neg8371,Fatty acids,Eicosanoids,Eicosanoids
neg8954,Fatty acids,Eicosanoids,Eicosanoids
neg9026,Fatty acids,Eicosanoids,Eicosanoids
neg9511,Fatty acids,Eicosanoids,Eicosanoids
pos1592,Fatty acids,Eicosanoids,Eicosanoids
pos2549,Fatty acids,Eicosanoids,Eicosanoids
pos2649,Fatty acids,Eicosanoids,Eicosanoids
pos2682,Fatty acids,Eicosanoids,Eicosanoids
pos2692,Fatty acids,Eicosanoids,Eicosanoids
pos2792,Fatty acids,Eicosanoids,Eicosanoids
pos3698,Fatty acids,Eicosanoids,Eicosanoids
pos4837,Fatty acids,Eicosanoids,Eicosanoids
pos5082,Fatty acids,Eicosanoids,Eicosanoids
pos5315,Fatty acids,Eicosanoids,Eicosanoids
pos5422,Fatty acids,Eicosanoids,Eicosanoids
pos5769,Fatty acids,Eicosanoids,Eicosanoids
pos5776,Fatty acids,Eicosanoids,Eicosanoids
pos7152,Fatty acids,Eicosanoids,Eicosanoids
pos7671,Fatty acids,Eicosanoids,Eicosanoids
pos7828,Fatty acids,Eicosanoids,Eicosanoids
pos8348,Fatty acids,Eicosanoids,Eicosanoids
pos8423,Fatty acids,Eicosanoids,Eicosanoids
pos8443,Fatty acids,Eicosanoids,Eicosanoids
pos8539,Fatty acids,Eicosanoids,Eicosanoids
pos8916,Fatty acids,Eicosanoids,Eicosanoids
neg10173,Fatty acids,Fatty acyls,Fatty acyls
neg1030,Fatty acids,Fatty acyls,Fatty acyls
neg1031,Fatty acids,Fatty acyls,Fatty acyls
neg10390,Fatty acids,Fatty acyls,Fatty acyls
neg10394,Fatty acids,Fatty acyls,Fatty acyls
neg10732,Fatty acids,Fatty acyls,Fatty acyls
neg10774,Fatty acids,Fatty acyls,Fatty acyls
neg1103,Fatty acids,Fatty acyls,Fatty acyls
neg11242,Fatty acids,Fatty acyls,Fatty acyls
neg1126,Fatty acids,Fatty acyls,Fatty acyls
neg11302,Fatty acids,Fatty acyls,Fatty acyls
neg11417,Fatty acids,Fatty acyls,Fatty acyls
neg11508,Fatty acids,Fatty acyls,Fatty acyls
neg11621,Fatty acids,Fatty acyls,Fatty acyls
neg11625,Fatty acids,Fatty acyls,Fatty acyls
neg11672,Fatty acids,Fatty acyls,Fatty acyls
neg1182,Fatty acids,Fatty acyls,Fatty acyls
neg12083,Fatty acids,Fatty acyls,Fatty acyls
neg12092,Fatty acids,Fatty acyls,Fatty acyls
neg12615,Fatty acids,Fatty acyls,Fatty acyls
neg12941,Fatty acids,Fatty acyls,Fatty acyls
neg12959,Fatty acids,Fatty acyls,Fatty acyls
neg1302,Fatty acids,Fatty acyls,Fatty acyls
neg1313,Fatty acids,Fatty acyls,Fatty acyls
neg13201,Fatty acids,Fatty acyls,Fatty acyls
neg13337,Fatty acids,Fatty acyls,Fatty acyls
neg1336,Fatty acids,Fatty acyls,Fatty acyls
neg13439,Fatty acids,Fatty acyls,Fatty acyls
neg1361,Fatty acids,Fatty acyls,Fatty acyls
neg13970,Fatty acids,Fatty acyls,Fatty acyls
neg13999,Fatty acids,Fatty acyls,Fatty acyls
neg1426,Fatty acids,Fatty acyls,Fatty acyls
neg1435,Fatty acids,Fatty acyls,Fatty acyls
neg1458,Fatty acids,Fatty acyls,Fatty acyls
neg14581,Fatty acids,Fatty acyls,Fatty acyls
neg1503,Fatty acids,Fatty acyls,Fatty acyls
neg1519,Fatty acids,Fatty acyls,Fatty acyls
neg15235,Fatty acids,Fatty acyls,Fatty acyls
neg15293,Fatty acids,Fatty acyls,Fatty acyls
neg1532,Fatty acids,Fatty acyls,Fatty acyls
neg15376,Fatty acids,Fatty acyls,Fatty acyls
neg15632,Fatty acids,Fatty acyls,Fatty acyls
neg15684,Fatty acids,Fatty acyls,Fatty acyls
neg1570,Fatty acids,Fatty acyls,Fatty acyls
neg15819,Fatty acids,Fatty acyls,Fatty acyls
neg15918,Fatty acids,Fatty acyls,Fatty acyls
neg1619,Fatty acids,Fatty acyls,Fatty acyls
neg16190,Fatty acids,Fatty acyls,Fatty acyls
neg1650,Fatty acids,Fatty acyls,Fatty acyls
neg1667,Fatty acids,Fatty acyls,Fatty acyls
neg1694,Fatty acids,Fatty acyls,Fatty acyls
neg17044,Fatty acids,Fatty acyls,Fatty acyls
neg17050,Fatty acids,Fatty acyls,Fatty acyls
neg17128,Fatty acids,Fatty acyls,Fatty acyls
neg17393,Fatty acids,Fatty acyls,Fatty acyls
neg17547,Fatty acids,Fatty acyls,Fatty acyls
neg18119,Fatty acids,Fatty acyls,Fatty acyls
neg1813,Fatty acids,Fatty acyls,Fatty acyls
neg18311,Fatty acids,Fatty acyls,Fatty acyls
neg18319,Fatty acids,Fatty acyls,Fatty acyls
neg18335,Fatty acids,Fatty acyls,Fatty acyls
neg18512,Fatty acids,Fatty acyls,Fatty acyls
neg19000,Fatty acids,Fatty acyls,Fatty acyls
neg19005,Fatty acids,Fatty acyls,Fatty acyls
neg19047,Fatty acids,Fatty acyls,Fatty acyls
neg1910,Fatty acids,Fatty acyls,Fatty acyls
neg1927,Fatty acids,Fatty acyls,Fatty acyls
neg19471,Fatty acids,Fatty acyls,Fatty acyls
neg1969,Fatty acids,Fatty acyls,Fatty acyls
neg20196,Fatty acids,Fatty acyls,Fatty acyls
neg2046,Fatty acids,Fatty acyls,Fatty acyls
neg2050,Fatty acids,Fatty acyls,Fatty acyls
neg2066,Fatty acids,Fatty acyls,Fatty acyls
neg2067,Fatty acids,Fatty acyls,Fatty acyls
neg2153,Fatty acids,Fatty acyls,Fatty acyls
neg2176,Fatty acids,Fatty acyls,Fatty acyls
neg2257,Fatty acids,Fatty acyls,Fatty acyls
neg2422,Fatty acids,Fatty acyls,Fatty acyls
neg2427,Fatty acids,Fatty acyls,Fatty acyls
neg2482,Fatty acids,Fatty acyls,Fatty acyls
neg2675,Fatty acids,Fatty acyls,Fatty acyls
neg2703,Fatty acids,Fatty acyls,Fatty acyls
neg2720,Fatty acids,Fatty acyls,Fatty acyls
neg2743,Fatty acids,Fatty acyls,Fatty acyls
neg2775,Fatty acids,Fatty acyls,Fatty acyls
neg2779,Fatty acids,Fatty acyls,Fatty acyls
neg2822,Fatty acids,Fatty acyls,Fatty acyls
neg2847,Fatty acids,Fatty acyls,Fatty acyls
neg2863,Fatty acids,Fatty acyls,Fatty acyls
neg2882,Fatty acids,Fatty acyls,Fatty acyls
neg2917,Fatty acids,Fatty acyls,Fatty acyls
neg2979,Fatty acids,Fatty acyls,Fatty acyls
neg3000,Fatty acids,Fatty acyls,Fatty acyls
neg3011,Fatty acids,Fatty acyls,Fatty acyls
neg3076,Fatty acids,Fatty acyls,Fatty acyls
neg3088,Fatty acids,Fatty acyls,Fatty acyls
neg3152,Fatty acids,Fatty acyls,Fatty acyls
neg3221,Fatty acids,Fatty acyls,Fatty acyls
neg3261,Fatty acids,Fatty acyls,Fatty acyls
neg3359,Fatty acids,Fatty acyls,Fatty acyls
neg3470,Fatty acids,Fatty acyls,Fatty acyls
neg3471,Fatty acids,Fatty acyls,Fatty acyls
neg3543,Fatty acids,Fatty acyls,Fatty acyls
neg3925,Fatty acids,Fatty acyls,Fatty acyls
neg4141,Fatty acids,Fatty acyls,Fatty acyls
neg4227,Fatty acids,Fatty acyls,Fatty acyls
neg4265,Fatty acids,Fatty acyls,Fatty acyls
neg4280,Fatty acids,Fatty acyls,Fatty acyls
neg4316,Fatty acids,Fatty acyls,Fatty acyls
neg4320,Fatty acids,Fatty acyls,Fatty acyls
neg4374,Fatty acids,Fatty acyls,Fatty acyls
neg4491,Fatty acids,Fatty acyls,Fatty acyls
neg4658,Fatty acids,Fatty acyls,Fatty acyls
neg4683,Fatty acids,Fatty acyls,Fatty acyls
neg4684,Fatty acids,Fatty acyls,Fatty acyls
neg4692,Fatty acids,Fatty acyls,Fatty acyls
neg4753,Fatty acids,Fatty acyls,Fatty acyls
neg4785,Fatty acids,Fatty acyls,Fatty acyls
neg485,Fatty acids,Fatty acyls,Fatty acyls
neg4859,Fatty acids,Fatty acyls,Fatty acyls
neg4860,Fatty acids,Fatty acyls,Fatty acyls
neg4982,Fatty acids,Fatty acyls,Fatty acyls
neg5025,Fatty acids,Fatty acyls,Fatty acyls
neg5132,Fatty acids,Fatty acyls,Fatty acyls
neg5135,Fatty acids,Fatty acyls,Fatty acyls
neg5171,Fatty acids,Fatty acyls,Fatty acyls
neg5203,Fatty acids,Fatty acyls,Fatty acyls
neg5216,Fatty acids,Fatty acyls,Fatty acyls
neg5541,Fatty acids,Fatty acyls,Fatty acyls
neg5559,Fatty acids,Fatty acyls,Fatty acyls
neg558,Fatty acids,Fatty acyls,Fatty acyls
neg5612,Fatty acids,Fatty acyls,Fatty acyls
neg5802,Fatty acids,Fatty acyls,Fatty acyls
neg5866,Fatty acids,Fatty acyls,Fatty acyls
neg5904,Fatty acids,Fatty acyls,Fatty acyls
neg607,Fatty acids,Fatty acyls,Fatty acyls
neg6130,Fatty acids,Fatty acyls,Fatty acyls
neg6137,Fatty acids,Fatty acyls,Fatty acyls
neg6161,Fatty acids,Fatty acyls,Fatty acyls
neg6216,Fatty acids,Fatty acyls,Fatty acyls
neg6222,Fatty acids,Fatty acyls,Fatty acyls
neg6223,Fatty acids,Fatty acyls,Fatty acyls
neg654,Fatty acids,Fatty acyls,Fatty acyls
neg6988,Fatty acids,Fatty acyls,Fatty acyls
neg7027,Fatty acids,Fatty acyls,Fatty acyls
neg7111,Fatty acids,Fatty acyls,Fatty acyls
neg7118,Fatty acids,Fatty acyls,Fatty acyls
neg7130,Fatty acids,Fatty acyls,Fatty acyls
neg7137,Fatty acids,Fatty acyls,Fatty acyls
neg714,Fatty acids,Fatty acyls,Fatty acyls
neg7142,Fatty acids,Fatty acyls,Fatty acyls
neg7175,Fatty acids,Fatty acyls,Fatty acyls
neg724,Fatty acids,Fatty acyls,Fatty acyls
neg7279,Fatty acids,Fatty acyls,Fatty acyls
neg7323,Fatty acids,Fatty acyls,Fatty acyls
neg7350,Fatty acids,Fatty acyls,Fatty acyls
neg7362,Fatty acids,Fatty acyls,Fatty acyls
neg737,Fatty acids,Fatty acyls,Fatty acyls
neg7371,Fatty acids,Fatty acyls,Fatty acyls
neg7391,Fatty acids,Fatty acyls,Fatty acyls
neg7394,Fatty acids,Fatty acyls,Fatty acyls
neg7400,Fatty acids,Fatty acyls,Fatty acyls
neg7451,Fatty acids,Fatty acyls,Fatty acyls
neg7472,Fatty acids,Fatty acyls,Fatty acyls
neg7505,Fatty acids,Fatty acyls,Fatty acyls
neg7559,Fatty acids,Fatty acyls,Fatty acyls
neg7564,Fatty acids,Fatty acyls,Fatty acyls
neg7681,Fatty acids,Fatty acyls,Fatty acyls
neg7765,Fatty acids,Fatty acyls,Fatty acyls
neg7786,Fatty acids,Fatty acyls,Fatty acyls
neg7811,Fatty acids,Fatty acyls,Fatty acyls
neg794,Fatty acids,Fatty acyls,Fatty acyls
neg7953,Fatty acids,Fatty acyls,Fatty acyls
neg7965,Fatty acids,Fatty acyls,Fatty acyls
neg801,Fatty acids,Fatty acyls,Fatty acyls
neg8127,Fatty acids,Fatty acyls,Fatty acyls
neg8318,Fatty acids,Fatty acyls,Fatty acyls
neg8384,Fatty acids,Fatty acyls,Fatty acyls
neg8537,Fatty acids,Fatty acyls,Fatty acyls
neg8641,Fatty acids,Fatty acyls,Fatty acyls
neg8750,Fatty acids,Fatty acyls,Fatty acyls
neg8794,Fatty acids,Fatty acyls,Fatty acyls
neg8837,Fatty acids,Fatty acyls,Fatty acyls
neg9050,Fatty acids,Fatty acyls,Fatty acyls
neg9082,Fatty acids,Fatty acyls,Fatty acyls
neg922,Fatty acids,Fatty acyls,Fatty acyls
neg9233,Fatty acids,Fatty acyls,Fatty acyls
neg9311,Fatty acids,Fatty acyls,Fatty acyls
neg948,Fatty acids,Fatty acyls,Fatty acyls
neg9555,Fatty acids,Fatty acyls,Fatty acyls
neg958,Fatty acids,Fatty acyls,Fatty acyls
neg961,Fatty acids,Fatty acyls,Fatty acyls
neg9615,Fatty acids,Fatty acyls,Fatty acyls
neg9668,Fatty acids,Fatty acyls,Fatty acyls
neg9717,Fatty acids,Fatty acyls,Fatty acyls
neg9811,Fatty acids,Fatty acyls,Fatty acyls
pos1022,Fatty acids,Fatty acyls,Fatty acyls
pos1062,Fatty acids,Fatty acyls,Fatty acyls
pos1108,Fatty acids,Fatty acyls,Fatty acyls
pos1129,Fatty acids,Fatty acyls,Fatty acyls
pos1133,Fatty acids,Fatty acyls,Fatty acyls
pos1158,Fatty acids,Fatty acyls,Fatty acyls
pos1239,Fatty acids,Fatty acyls,Fatty acyls
pos1280,Fatty acids,Fatty acyls,Fatty acyls
pos1334,Fatty acids,Fatty acyls,Fatty acyls
pos1347,Fatty acids,Fatty acyls,Fatty acyls
pos1388,Fatty acids,Fatty acyls,Fatty acyls
pos1509,Fatty acids,Fatty acyls,Fatty acyls
pos1620,Fatty acids,Fatty acyls,Fatty acyls
pos1723,Fatty acids,Fatty acyls,Fatty acyls
pos1747,Fatty acids,Fatty acyls,Fatty acyls
pos1773,Fatty acids,Fatty acyls,Fatty acyls
pos1776,Fatty acids,Fatty acyls,Fatty acyls
pos1907,Fatty acids,Fatty acyls,Fatty acyls
pos1936,Fatty acids,Fatty acyls,Fatty acyls
pos2013,Fatty acids,Fatty acyls,Fatty acyls
pos2067,Fatty acids,Fatty acyls,Fatty acyls
pos2113,Fatty acids,Fatty acyls,Fatty acyls
pos2114,Fatty acids,Fatty acyls,Fatty acyls
pos2189,Fatty acids,Fatty acyls,Fatty acyls
pos2292,Fatty acids,Fatty acyls,Fatty acyls
pos2310,Fatty acids,Fatty acyls,Fatty acyls
pos2334,Fatty acids,Fatty acyls,Fatty acyls
pos2370,Fatty acids,Fatty acyls,Fatty acyls
pos2417,Fatty acids,Fatty acyls,Fatty acyls
pos2483,Fatty acids,Fatty acyls,Fatty acyls
pos2529,Fatty acids,Fatty acyls,Fatty acyls
pos2586,Fatty acids,Fatty acyls,Fatty acyls
pos2679,Fatty acids,Fatty acyls,Fatty acyls
pos2699,Fatty acids,Fatty acyls,Fatty acyls
pos2744,Fatty acids,Fatty acyls,Fatty acyls
pos2759,Fatty acids,Fatty acyls,Fatty acyls
pos2794,Fatty acids,Fatty acyls,Fatty acyls
pos2882,Fatty acids,Fatty acyls,Fatty acyls
pos2947,Fatty acids,Fatty acyls,Fatty acyls
pos3084,Fatty acids,Fatty acyls,Fatty acyls
pos3132,Fatty acids,Fatty acyls,Fatty acyls
pos3242,Fatty acids,Fatty acyls,Fatty acyls
pos3286,Fatty acids,Fatty acyls,Fatty acyls
pos3385,Fatty acids,Fatty acyls,Fatty acyls
pos340,Fatty acids,Fatty acyls,Fatty acyls
pos3614,Fatty acids,Fatty acyls,Fatty acyls
pos3636,Fatty acids,Fatty acyls,Fatty acyls
pos3647,Fatty acids,Fatty acyls,Fatty acyls
pos3661,Fatty acids,Fatty acyls,Fatty acyls
pos3671,Fatty acids,Fatty acyls,Fatty acyls
pos3846,Fatty acids,Fatty acyls,Fatty acyls
pos3867,Fatty acids,Fatty acyls,Fatty acyls
pos3952,Fatty acids,Fatty acyls,Fatty acyls
pos3953,Fatty acids,Fatty acyls,Fatty acyls
pos3974,Fatty acids,Fatty acyls,Fatty acyls
pos402,Fatty acids,Fatty acyls,Fatty acyls
pos413,Fatty acids,Fatty acyls,Fatty acyls
pos414,Fatty acids,Fatty acyls,Fatty acyls
pos4166,Fatty acids,Fatty acyls,Fatty acyls
pos4185,Fatty acids,Fatty acyls,Fatty acyls
pos4186,Fatty acids,Fatty acyls,Fatty acyls
pos4187,Fatty acids,Fatty acyls,Fatty acyls
pos4299,Fatty acids,Fatty acyls,Fatty acyls
pos4324,Fatty acids,Fatty acyls,Fatty acyls
pos435,Fatty acids,Fatty acyls,Fatty acyls
pos4364,Fatty acids,Fatty acyls,Fatty acyls
pos4376,Fatty acids,Fatty acyls,Fatty acyls
pos4380,Fatty acids,Fatty acyls,Fatty acyls
pos4387,Fatty acids,Fatty acyls,Fatty acyls
pos4399,Fatty acids,Fatty acyls,Fatty acyls
pos4422,Fatty acids,Fatty acyls,Fatty acyls
pos4441,Fatty acids,Fatty acyls,Fatty acyls
pos4465,Fatty acids,Fatty acyls,Fatty acyls
pos449,Fatty acids,Fatty acyls,Fatty acyls
pos4542,Fatty acids,Fatty acyls,Fatty acyls
pos4543,Fatty acids,Fatty acyls,Fatty acyls
pos455,Fatty acids,Fatty acyls,Fatty acyls
pos4557,Fatty acids,Fatty acyls,Fatty acyls
pos4579,Fatty acids,Fatty acyls,Fatty acyls
pos4657,Fatty acids,Fatty acyls,Fatty acyls
pos4701,Fatty acids,Fatty acyls,Fatty acyls
pos4708,Fatty acids,Fatty acyls,Fatty acyls
pos474,Fatty acids,Fatty acyls,Fatty acyls
pos4756,Fatty acids,Fatty acyls,Fatty acyls
pos4757,Fatty acids,Fatty acyls,Fatty acyls
pos4798,Fatty acids,Fatty acyls,Fatty acyls
pos4847,Fatty acids,Fatty acyls,Fatty acyls
pos4861,Fatty acids,Fatty acyls,Fatty acyls
pos4887,Fatty acids,Fatty acyls,Fatty acyls
pos4910,Fatty acids,Fatty acyls,Fatty acyls
pos4923,Fatty acids,Fatty acyls,Fatty acyls
pos4944,Fatty acids,Fatty acyls,Fatty acyls
pos4959,Fatty acids,Fatty acyls,Fatty acyls
pos4978,Fatty acids,Fatty acyls,Fatty acyls
pos5002,Fatty acids,Fatty acyls,Fatty acyls
pos5024,Fatty acids,Fatty acyls,Fatty acyls
pos5057,Fatty acids,Fatty acyls,Fatty acyls
pos5062,Fatty acids,Fatty acyls,Fatty acyls
pos5105,Fatty acids,Fatty acyls,Fatty acyls
pos5126,Fatty acids,Fatty acyls,Fatty acyls
pos5143,Fatty acids,Fatty acyls,Fatty acyls
pos5181,Fatty acids,Fatty acyls,Fatty acyls
pos5211,Fatty acids,Fatty acyls,Fatty acyls
pos5291,Fatty acids,Fatty acyls,Fatty acyls
pos5314,Fatty acids,Fatty acyls,Fatty acyls
pos5324,Fatty acids,Fatty acyls,Fatty acyls
pos5333,Fatty acids,Fatty acyls,Fatty acyls
pos5334,Fatty acids,Fatty acyls,Fatty acyls
pos5353,Fatty acids,Fatty acyls,Fatty acyls
pos5373,Fatty acids,Fatty acyls,Fatty acyls
pos538,Fatty acids,Fatty acyls,Fatty acyls
pos541,Fatty acids,Fatty acyls,Fatty acyls
pos543,Fatty acids,Fatty acyls,Fatty acyls
pos5487,Fatty acids,Fatty acyls,Fatty acyls
pos5534,Fatty acids,Fatty acyls,Fatty acyls
pos5582,Fatty acids,Fatty acyls,Fatty acyls
pos5613,Fatty acids,Fatty acyls,Fatty acyls
pos564,Fatty acids,Fatty acyls,Fatty acyls
pos5672,Fatty acids,Fatty acyls,Fatty acyls
pos5688,Fatty acids,Fatty acyls,Fatty acyls
pos5717,Fatty acids,Fatty acyls,Fatty acyls
pos5728,Fatty acids,Fatty acyls,Fatty acyls
pos5755,Fatty acids,Fatty acyls,Fatty acyls
pos5766,Fatty acids,Fatty acyls,Fatty acyls
pos5812,Fatty acids,Fatty acyls,Fatty acyls
pos582,Fatty acids,Fatty acyls,Fatty acyls
pos5823,Fatty acids,Fatty acyls,Fatty acyls
pos5853,Fatty acids,Fatty acyls,Fatty acyls
pos5885,Fatty acids,Fatty acyls,Fatty acyls
pos5887,Fatty acids,Fatty acyls,Fatty acyls
pos5914,Fatty acids,Fatty acyls,Fatty acyls
pos594,Fatty acids,Fatty acyls,Fatty acyls
pos5977,Fatty acids,Fatty acyls,Fatty acyls
pos602,Fatty acids,Fatty acyls,Fatty acyls
pos604,Fatty acids,Fatty acyls,Fatty acyls
pos605,Fatty acids,Fatty acyls,Fatty acyls
pos610,Fatty acids,Fatty acyls,Fatty acyls
pos6120,Fatty acids,Fatty acyls,Fatty acyls
pos6272,Fatty acids,Fatty acyls,Fatty acyls
pos6306,Fatty acids,Fatty acyls,Fatty acyls
pos6314,Fatty acids,Fatty acyls,Fatty acyls
pos6429,Fatty acids,Fatty acyls,Fatty acyls
pos6438,Fatty acids,Fatty acyls,Fatty acyls
pos6439,Fatty acids,Fatty acyls,Fatty acyls
pos6440,Fatty acids,Fatty acyls,Fatty acyls
pos6685,Fatty acids,Fatty acyls,Fatty acyls
pos6713,Fatty acids,Fatty acyls,Fatty acyls
pos6745,Fatty acids,Fatty acyls,Fatty acyls
pos6829,Fatty acids,Fatty acyls,Fatty acyls
pos6919,Fatty acids,Fatty acyls,Fatty acyls
pos6934,Fatty acids,Fatty acyls,Fatty acyls
pos6943,Fatty acids,Fatty acyls,Fatty acyls
pos6971,Fatty acids,Fatty acyls,Fatty acyls
pos6981,Fatty acids,Fatty acyls,Fatty acyls
pos7001,Fatty acids,Fatty acyls,Fatty acyls
pos7016,Fatty acids,Fatty acyls,Fatty acyls
pos7065,Fatty acids,Fatty acyls,Fatty acyls
pos7069,Fatty acids,Fatty acyls,Fatty acyls
pos7093,Fatty acids,Fatty acyls,Fatty acyls
pos7119,Fatty acids,Fatty acyls,Fatty acyls
pos7140,Fatty acids,Fatty acyls,Fatty acyls
pos7148,Fatty acids,Fatty acyls,Fatty acyls
pos7154,Fatty acids,Fatty acyls,Fatty acyls
pos7159,Fatty acids,Fatty acyls,Fatty acyls
pos7192,Fatty acids,Fatty acyls,Fatty acyls
pos7213,Fatty acids,Fatty acyls,Fatty acyls
pos7314,Fatty acids,Fatty acyls,Fatty acyls
pos7340,Fatty acids,Fatty acyls,Fatty acyls
pos7505,Fatty acids,Fatty acyls,Fatty acyls
pos7541,Fatty acids,Fatty acyls,Fatty acyls
pos7814,Fatty acids,Fatty acyls,Fatty acyls
pos7875,Fatty acids,Fatty acyls,Fatty acyls
pos7892,Fatty acids,Fatty acyls,Fatty acyls
pos7895,Fatty acids,Fatty acyls,Fatty acyls
pos7905,Fatty acids,Fatty acyls,Fatty acyls
pos7949,Fatty acids,Fatty acyls,Fatty acyls
pos7962,Fatty acids,Fatty acyls,Fatty acyls
pos7970,Fatty acids,Fatty acyls,Fatty acyls
pos8005,Fatty acids,Fatty acyls,Fatty acyls
pos8015,Fatty acids,Fatty acyls,Fatty acyls
pos8022,Fatty acids,Fatty acyls,Fatty acyls
pos8036,Fatty acids,Fatty acyls,Fatty acyls
pos8058,Fatty acids,Fatty acyls,Fatty acyls
pos8072,Fatty acids,Fatty acyls,Fatty acyls
pos8115,Fatty acids,Fatty acyls,Fatty acyls
pos8155,Fatty acids,Fatty acyls,Fatty acyls
pos8176,Fatty acids,Fatty acyls,Fatty acyls
pos8222,Fatty acids,Fatty acyls,Fatty acyls
pos8254,Fatty acids,Fatty acyls,Fatty acyls
pos8270,Fatty acids,Fatty acyls,Fatty acyls
pos835,Fatty acids,Fatty acyls,Fatty acyls
pos8418,Fatty acids,Fatty acyls,Fatty acyls
pos8455,Fatty acids,Fatty acyls,Fatty acyls
pos8456,Fatty acids,Fatty acyls,Fatty acyls
pos8566,Fatty acids,Fatty acyls,Fatty acyls
pos8597,Fatty acids,Fatty acyls,Fatty acyls
pos8621,Fatty acids,Fatty acyls,Fatty acyls
pos8646,Fatty acids,Fatty acyls,Fatty acyls
pos8676,Fatty acids,Fatty acyls,Fatty acyls
pos8697,Fatty acids,Fatty acyls,Fatty acyls
pos8797,Fatty acids,Fatty acyls,Fatty acyls
pos8839,Fatty acids,Fatty acyls,Fatty acyls
pos8843,Fatty acids,Fatty acyls,Fatty acyls
pos8868,Fatty acids,Fatty acyls,Fatty acyls
pos8871,Fatty acids,Fatty acyls,Fatty acyls
pos8918,Fatty acids,Fatty acyls,Fatty acyls
pos9001,Fatty acids,Fatty acyls,Fatty acyls
pos906,Fatty acids,Fatty acyls,Fatty acyls
pos9090,Fatty acids,Fatty acyls,Fatty acyls
pos955,Fatty acids,Fatty acyls,Fatty acyls
neg10141,Shikimates,Flavonoids ,Flavonoids 
neg10244,Shikimates,Flavonoids ,Flavonoids 
neg1061,Shikimates,Flavonoids ,Flavonoids 
neg10703,Shikimates,Flavonoids ,Flavonoids 
neg1075,Shikimates,Flavonoids ,Flavonoids 
neg10801,Shikimates,Flavonoids ,Flavonoids 
neg11084,Shikimates,Flavonoids ,Flavonoids 
neg11120,Shikimates,Flavonoids ,Flavonoids 
neg1138,Shikimates,Flavonoids ,Flavonoids 
neg11828,Shikimates,Flavonoids ,Flavonoids 
neg11935,Shikimates,Flavonoids ,Flavonoids 
neg12016,Shikimates,Flavonoids ,Flavonoids 
neg12080,Shikimates,Flavonoids ,Flavonoids 
neg12251,Shikimates,Flavonoids ,Flavonoids 
neg12484,Shikimates,Flavonoids ,Flavonoids 
neg12884,Shikimates,Flavonoids ,Flavonoids 
neg13302,Shikimates,Flavonoids ,Flavonoids 
neg13321,Shikimates,Flavonoids ,Flavonoids 
neg13361,Shikimates,Flavonoids ,Flavonoids 
neg13374,Shikimates,Flavonoids ,Flavonoids 
neg13375,Shikimates,Flavonoids ,Flavonoids 
neg13665,Shikimates,Flavonoids ,Flavonoids 
neg13722,Shikimates,Flavonoids ,Flavonoids 
neg13729,Shikimates,Flavonoids ,Flavonoids 
neg13756,Shikimates,Flavonoids ,Flavonoids 
neg13886,Shikimates,Flavonoids ,Flavonoids 
neg14067,Shikimates,Flavonoids ,Flavonoids 
neg14202,Shikimates,Flavonoids ,Flavonoids 
neg14214,Shikimates,Flavonoids ,Flavonoids 
neg14494,Shikimates,Flavonoids ,Flavonoids 
neg14798,Shikimates,Flavonoids ,Flavonoids 
neg15434,Shikimates,Flavonoids ,Flavonoids 
neg15492,Shikimates,Flavonoids ,Flavonoids 
neg15652,Shikimates,Flavonoids ,Flavonoids 
neg15710,Shikimates,Flavonoids ,Flavonoids 
neg15817,Shikimates,Flavonoids ,Flavonoids 
neg16414,Shikimates,Flavonoids ,Flavonoids 
neg1689,Shikimates,Flavonoids ,Flavonoids 
neg17131,Shikimates,Flavonoids ,Flavonoids 
