name+AF8-sirius,Pathway,Class,Subclass
neg8340,Terpenoids,Steroids ,Steroids 
neg8342,Terpenoids,Steroids ,Steroids 
neg8345,Terpenoids,Steroids ,Steroids 
neg8356,Terpenoids,Steroids ,Steroids 
neg8366,Terpenoids,Steroids ,Steroids 
neg8370,Terpenoids,Steroids ,Steroids 
neg8372,Terpenoids,Steroids ,Steroids 
neg8380,Terpenoids,Steroids ,Steroids 
neg8385,Terpenoids,Steroids ,Steroids 
neg8411,Terpenoids,Steroids ,Steroids 
neg8440,Terpenoids,Steroids ,Steroids 
neg8588,Terpenoids,Steroids ,Steroids 
neg8638,Terpenoids,Steroids ,Steroids 
neg872,Terpenoids,Steroids ,Steroids 
neg8930,Terpenoids,Steroids ,Steroids 
neg8971,Terpenoids,Steroids ,Steroids 
neg9040,Terpenoids,Steroids ,Steroids 
neg9049,Terpenoids,Steroids ,Steroids 
neg9055,Terpenoids,Steroids ,Steroids 
neg9078,Terpenoids,Steroids ,Steroids 
neg9106,Terpenoids,Steroids ,Steroids 
neg9112,Terpenoids,Steroids ,Steroids 
neg9121,Terpenoids,Steroids ,Steroids 
neg9153,Terpenoids,Steroids ,Steroids 
neg9156,Terpenoids,Steroids ,Steroids 
neg9184,Terpenoids,Steroids ,Steroids 
neg9227,Terpenoids,Steroids ,Steroids 
neg9343,Terpenoids,Steroids ,Steroids 
neg9436,Terpenoids,Steroids ,Steroids 
neg9487,Terpenoids,Steroids ,Steroids 
neg954,Terpenoids,Steroids ,Steroids 
neg9559,Terpenoids,Steroids ,Steroids 
neg9597,Terpenoids,Steroids ,Steroids 
neg9598,Terpenoids,Steroids ,Steroids 
neg9762,Terpenoids,Steroids ,Steroids 
neg9774,Terpenoids,Steroids ,Steroids 
pos1194,Terpenoids,Steroids ,Steroids 
pos1266,Terpenoids,Steroids ,Steroids 
pos1322,Terpenoids,Steroids ,Steroids 
pos1636,Terpenoids,Steroids ,Steroids 
pos1700,Terpenoids,Steroids ,Steroids 
pos1801,Terpenoids,Steroids ,Steroids 
pos1810,Terpenoids,Steroids ,Steroids 
pos1853,Terpenoids,Steroids ,Steroids 
pos1884,Terpenoids,Steroids ,Steroids 
pos1927,Terpenoids,Steroids ,Steroids 
pos1950,Terpenoids,Steroids ,Steroids 
pos1951,Terpenoids,Steroids ,Steroids 
pos2007,Terpenoids,Steroids ,Steroids 
pos2057,Terpenoids,Steroids ,Steroids 
pos2070,Terpenoids,Steroids ,Steroids 
pos2071,Terpenoids,Steroids ,Steroids 
pos2231,Terpenoids,Steroids ,Steroids 
pos2275,Terpenoids,Steroids ,Steroids 
pos2348,Terpenoids,Steroids ,Steroids 
pos2358,Terpenoids,Steroids ,Steroids 
pos2484,Terpenoids,Steroids ,Steroids 
pos2491,Terpenoids,Steroids ,Steroids 
pos2573,Terpenoids,Steroids ,Steroids 
pos2602,Terpenoids,Steroids ,Steroids 
pos2609,Terpenoids,Steroids ,Steroids 
pos2641,Terpenoids,Steroids ,Steroids 
pos2653,Terpenoids,Steroids ,Steroids 
pos2669,Terpenoids,Steroids ,Steroids 
pos2681,Terpenoids,Steroids ,Steroids 
pos2728,Terpenoids,Steroids ,Steroids 
pos2847,Terpenoids,Steroids ,Steroids 
pos2848,Terpenoids,Steroids ,Steroids 
pos2894,Terpenoids,Steroids ,Steroids 
pos2900,Terpenoids,Steroids ,Steroids 
pos2922,Terpenoids,Steroids ,Steroids 
pos2951,Terpenoids,Steroids ,Steroids 
pos2977,Terpenoids,Steroids ,Steroids 
pos3043,Terpenoids,Steroids ,Steroids 
pos3044,Terpenoids,Steroids ,Steroids 
pos3098,Terpenoids,Steroids ,Steroids 
pos3232,Terpenoids,Steroids ,Steroids 
pos3236,Terpenoids,Steroids ,Steroids 
pos3265,Terpenoids,Steroids ,Steroids 
pos3282,Terpenoids,Steroids ,Steroids 
pos3295,Terpenoids,Steroids ,Steroids 
pos3355,Terpenoids,Steroids ,Steroids 
pos3371,Terpenoids,Steroids ,Steroids 
pos3375,Terpenoids,Steroids ,Steroids 
pos3495,Terpenoids,Steroids ,Steroids 
pos3563,Terpenoids,Steroids ,Steroids 
pos3601,Terpenoids,Steroids ,Steroids 
pos364,Terpenoids,Steroids ,Steroids 
pos3663,Terpenoids,Steroids ,Steroids 
pos3835,Terpenoids,Steroids ,Steroids 
pos3943,Terpenoids,Steroids ,Steroids 
pos3947,Terpenoids,Steroids ,Steroids 
pos3966,Terpenoids,Steroids ,Steroids 
pos3969,Terpenoids,Steroids ,Steroids 
pos3991,Terpenoids,Steroids ,Steroids 
pos3992,Terpenoids,Steroids ,Steroids 
pos3999,Terpenoids,Steroids ,Steroids 
pos4009,Terpenoids,Steroids ,Steroids 
pos4022,Terpenoids,Steroids ,Steroids 
pos4028,Terpenoids,Steroids ,Steroids 
pos4029,Terpenoids,Steroids ,Steroids 
pos4031,Terpenoids,Steroids ,Steroids 
pos4038,Terpenoids,Steroids ,Steroids 
pos4039,Terpenoids,Steroids ,Steroids 
pos4048,Terpenoids,Steroids ,Steroids 
pos4052,Terpenoids,Steroids ,Steroids 
pos4055,Terpenoids,Steroids ,Steroids 
pos4057,Terpenoids,Steroids ,Steroids 
pos4072,Terpenoids,Steroids ,Steroids 
pos4079,Terpenoids,Steroids ,Steroids 
pos4100,Terpenoids,Steroids ,Steroids 
pos411,Terpenoids,Steroids ,Steroids 
pos420,Terpenoids,Steroids ,Steroids 
pos4293,Terpenoids,Steroids ,Steroids 
pos4305,Terpenoids,Steroids ,Steroids 
pos4347,Terpenoids,Steroids ,Steroids 
pos4460,Terpenoids,Steroids ,Steroids 
pos4471,Terpenoids,Steroids ,Steroids 
pos451,Terpenoids,Steroids ,Steroids 
pos4553,Terpenoids,Steroids ,Steroids 
pos4577,Terpenoids,Steroids ,Steroids 
pos4578,Terpenoids,Steroids ,Steroids 
pos4618,Terpenoids,Steroids ,Steroids 
pos4649,Terpenoids,Steroids ,Steroids 
pos465,Terpenoids,Steroids ,Steroids 
pos4682,Terpenoids,Steroids ,Steroids 
pos4690,Terpenoids,Steroids ,Steroids 
pos4746,Terpenoids,Steroids ,Steroids 
pos4768,Terpenoids,Steroids ,Steroids 
pos4789,Terpenoids,Steroids ,Steroids 
pos4790,Terpenoids,Steroids ,Steroids 
pos4797,Terpenoids,Steroids ,Steroids 
pos4818,Terpenoids,Steroids ,Steroids 
pos4914,Terpenoids,Steroids ,Steroids 
pos4927,Terpenoids,Steroids ,Steroids 
pos5084,Terpenoids,Steroids ,Steroids 
pos5196,Terpenoids,Steroids ,Steroids 
pos5322,Terpenoids,Steroids ,Steroids 
pos5346,Terpenoids,Steroids ,Steroids 
pos5404,Terpenoids,Steroids ,Steroids 
pos5430,Terpenoids,Steroids ,Steroids 
pos5447,Terpenoids,Steroids ,Steroids 
pos5459,Terpenoids,Steroids ,Steroids 
pos548,Terpenoids,Steroids ,Steroids 
pos557,Terpenoids,Steroids ,Steroids 
pos5584,Terpenoids,Steroids ,Steroids 
pos5628,Terpenoids,Steroids ,Steroids 
pos5629,Terpenoids,Steroids ,Steroids 
pos5693,Terpenoids,Steroids ,Steroids 
pos571,Terpenoids,Steroids ,Steroids 
pos576,Terpenoids,Steroids ,Steroids 
pos5805,Terpenoids,Steroids ,Steroids 
pos5822,Terpenoids,Steroids ,Steroids 
pos5824,Terpenoids,Steroids ,Steroids 
pos5829,Terpenoids,Steroids ,Steroids 
pos5837,Terpenoids,Steroids ,Steroids 
pos5846,Terpenoids,Steroids ,Steroids 
pos5883,Terpenoids,Steroids ,Steroids 
pos5894,Terpenoids,Steroids ,Steroids 
pos5973,Terpenoids,Steroids ,Steroids 
pos6048,Terpenoids,Steroids ,Steroids 
pos644,Terpenoids,Steroids ,Steroids 
pos6443,Terpenoids,Steroids ,Steroids 
pos6548,Terpenoids,Steroids ,Steroids 
pos6562,Terpenoids,Steroids ,Steroids 
pos6594,Terpenoids,Steroids ,Steroids 
pos6621,Terpenoids,Steroids ,Steroids 
pos6625,Terpenoids,Steroids ,Steroids 
pos6718,Terpenoids,Steroids ,Steroids 
pos6753,Terpenoids,Steroids ,Steroids 
pos6757,Terpenoids,Steroids ,Steroids 
pos6803,Terpenoids,Steroids ,Steroids 
pos6852,Terpenoids,Steroids ,Steroids 
pos6856,Terpenoids,Steroids ,Steroids 
pos6857,Terpenoids,Steroids ,Steroids 
pos6862,Terpenoids,Steroids ,Steroids 
pos6865,Terpenoids,Steroids ,Steroids 
pos6874,Terpenoids,Steroids ,Steroids 
pos6880,Terpenoids,Steroids ,Steroids 
pos6908,Terpenoids,Steroids ,Steroids 
pos6921,Terpenoids,Steroids ,Steroids 
pos6959,Terpenoids,Steroids ,Steroids 
pos6967,Terpenoids,Steroids ,Steroids 
pos7004,Terpenoids,Steroids ,Steroids 
pos7034,Terpenoids,Steroids ,Steroids 
pos7075,Terpenoids,Steroids ,Steroids 
pos7103,Terpenoids,Steroids ,Steroids 
pos7139,Terpenoids,Steroids ,Steroids 
pos7158,Terpenoids,Steroids ,Steroids 
pos7205,Terpenoids,Steroids ,Steroids 
pos7208,Terpenoids,Steroids ,Steroids 
pos7240,Terpenoids,Steroids ,Steroids 
pos7285,Terpenoids,Steroids ,Steroids 
pos7322,Terpenoids,Steroids ,Steroids 
pos7376,Terpenoids,Steroids ,Steroids 
pos7383,Terpenoids,Steroids ,Steroids 
pos7414,Terpenoids,Steroids ,Steroids 
pos7448,Terpenoids,Steroids ,Steroids 
pos7511,Terpenoids,Steroids ,Steroids 
pos7513,Terpenoids,Steroids ,Steroids 
pos7516,Terpenoids,Steroids ,Steroids 
pos7523,Terpenoids,Steroids ,Steroids 
pos7531,Terpenoids,Steroids ,Steroids 
pos7544,Terpenoids,Steroids ,Steroids 
pos7614,Terpenoids,Steroids ,Steroids 
pos7627,Terpenoids,Steroids ,Steroids 
pos7657,Terpenoids,Steroids ,Steroids 
pos7662,Terpenoids,Steroids ,Steroids 
pos7797,Terpenoids,Steroids ,Steroids 
pos7808,Terpenoids,Steroids ,Steroids 
pos7849,Terpenoids,Steroids ,Steroids 
pos7879,Terpenoids,Steroids ,Steroids 
pos7885,Terpenoids,Steroids ,Steroids 
pos7887,Terpenoids,Steroids ,Steroids 
pos7888,Terpenoids,Steroids ,Steroids 
pos7921,Terpenoids,Steroids ,Steroids 
pos7922,Terpenoids,Steroids ,Steroids 
pos7935,Terpenoids,Steroids ,Steroids 
pos7950,Terpenoids,Steroids ,Steroids 
pos7987,Terpenoids,Steroids ,Steroids 
pos8050,Terpenoids,Steroids ,Steroids 
pos8059,Terpenoids,Steroids ,Steroids 
pos8071,Terpenoids,Steroids ,Steroids 
pos8192,Terpenoids,Steroids ,Steroids 
pos8209,Terpenoids,Steroids ,Steroids 
pos8292,Terpenoids,Steroids ,Steroids 
pos8321,Terpenoids,Steroids ,Steroids 
pos8353,Terpenoids,Steroids ,Steroids 
pos8408,Terpenoids,Steroids ,Steroids 
pos8477,Terpenoids,Steroids ,Steroids 
pos8749,Terpenoids,Steroids ,Steroids 
pos8750,Terpenoids,Steroids ,Steroids 
pos8760,Terpenoids,Steroids ,Steroids 
pos8787,Terpenoids,Steroids ,Steroids 
pos8791,Terpenoids,Steroids ,Steroids 
pos880,Terpenoids,Steroids ,Steroids 
pos8803,Terpenoids,Steroids ,Steroids 
pos8818,Terpenoids,Steroids ,Steroids 
pos8820,Terpenoids,Steroids ,Steroids 
pos8888,Terpenoids,Steroids ,Steroids 
pos8904,Terpenoids,Steroids ,Steroids 
pos8955,Terpenoids,Steroids ,Steroids 
pos8964,Terpenoids,Steroids ,Steroids 
pos897,Terpenoids,Steroids ,Steroids 
pos8976,Terpenoids,Steroids ,Steroids 
pos902,Terpenoids,Steroids ,Steroids 
pos9098,Terpenoids,Steroids ,Steroids 
pos9110,Terpenoids,Steroids ,Steroids 
pos9135,Terpenoids,Steroids ,Steroids 
pos914,Terpenoids,Steroids ,Steroids 
pos9168,Terpenoids,Steroids ,Steroids 
pos948,Terpenoids,Steroids ,Steroids 
pos983,Terpenoids,Steroids ,Steroids 
neg10106,Terpenoids,Triterpenoids,Triterpenoids
neg1011,Terpenoids,Triterpenoids,Triterpenoids
neg1015,Terpenoids,Triterpenoids,Triterpenoids
neg10358,Terpenoids,Triterpenoids,Triterpenoids
neg11113,Terpenoids,Triterpenoids,Triterpenoids
neg11186,Terpenoids,Triterpenoids,Triterpenoids
neg11187,Terpenoids,Triterpenoids,Triterpenoids
neg11212,Terpenoids,Triterpenoids,Triterpenoids
neg11254,Terpenoids,Triterpenoids,Triterpenoids
neg11275,Terpenoids,Triterpenoids,Triterpenoids
neg1131,Terpenoids,Triterpenoids,Triterpenoids
neg11402,Terpenoids,Triterpenoids,Triterpenoids
neg1142,Terpenoids,Triterpenoids,Triterpenoids
neg11428,Terpenoids,Triterpenoids,Triterpenoids
neg1145,Terpenoids,Triterpenoids,Triterpenoids
neg1151,Terpenoids,Triterpenoids,Triterpenoids
neg1161,Terpenoids,Triterpenoids,Triterpenoids
neg11716,Terpenoids,Triterpenoids,Triterpenoids
neg1179,Terpenoids,Triterpenoids,Triterpenoids
neg11861,Terpenoids,Triterpenoids,Triterpenoids
neg11866,Terpenoids,Triterpenoids,Triterpenoids
neg1188,Terpenoids,Triterpenoids,Triterpenoids
neg1192,Terpenoids,Triterpenoids,Triterpenoids
neg11956,Terpenoids,Triterpenoids,Triterpenoids
neg12039,Terpenoids,Triterpenoids,Triterpenoids
neg12048,Terpenoids,Triterpenoids,Triterpenoids
neg12142,Terpenoids,Triterpenoids,Triterpenoids
neg1226,Terpenoids,Triterpenoids,Triterpenoids
neg12371,Terpenoids,Triterpenoids,Triterpenoids
neg1263,Terpenoids,Triterpenoids,Triterpenoids
neg12741,Terpenoids,Triterpenoids,Triterpenoids
neg12746,Terpenoids,Triterpenoids,Triterpenoids
neg1283,Terpenoids,Triterpenoids,Triterpenoids
neg12837,Terpenoids,Triterpenoids,Triterpenoids
neg12984,Terpenoids,Triterpenoids,Triterpenoids
neg12985,Terpenoids,Triterpenoids,Triterpenoids
neg12989,Terpenoids,Triterpenoids,Triterpenoids
neg13005,Terpenoids,Triterpenoids,Triterpenoids
neg13009,Terpenoids,Triterpenoids,Triterpenoids
neg13010,Terpenoids,Triterpenoids,Triterpenoids
neg1304,Terpenoids,Triterpenoids,Triterpenoids
neg13049,Terpenoids,Triterpenoids,Triterpenoids
neg1314,Terpenoids,Triterpenoids,Triterpenoids
neg1324,Terpenoids,Triterpenoids,Triterpenoids
neg13242,Terpenoids,Triterpenoids,Triterpenoids
neg13286,Terpenoids,Triterpenoids,Triterpenoids
neg13288,Terpenoids,Triterpenoids,Triterpenoids
neg13291,Terpenoids,Triterpenoids,Triterpenoids
neg13298,Terpenoids,Triterpenoids,Triterpenoids
neg13334,Terpenoids,Triterpenoids,Triterpenoids
neg13343,Terpenoids,Triterpenoids,Triterpenoids
neg13386,Terpenoids,Triterpenoids,Triterpenoids
neg1347,Terpenoids,Triterpenoids,Triterpenoids
neg13478,Terpenoids,Triterpenoids,Triterpenoids
neg13509,Terpenoids,Triterpenoids,Triterpenoids
neg1358,Terpenoids,Triterpenoids,Triterpenoids
neg13608,Terpenoids,Triterpenoids,Triterpenoids
neg1364,Terpenoids,Triterpenoids,Triterpenoids
neg1380,Terpenoids,Triterpenoids,Triterpenoids
neg1400,Terpenoids,Triterpenoids,Triterpenoids
neg1407,Terpenoids,Triterpenoids,Triterpenoids
neg14175,Terpenoids,Triterpenoids,Triterpenoids
neg14179,Terpenoids,Triterpenoids,Triterpenoids
neg14185,Terpenoids,Triterpenoids,Triterpenoids
neg14196,Terpenoids,Triterpenoids,Triterpenoids
neg14355,Terpenoids,Triterpenoids,Triterpenoids
neg14376,Terpenoids,Triterpenoids,Triterpenoids
neg14377,Terpenoids,Triterpenoids,Triterpenoids
neg1441,Terpenoids,Triterpenoids,Triterpenoids
neg1446,Terpenoids,Triterpenoids,Triterpenoids
neg14495,Terpenoids,Triterpenoids,Triterpenoids
neg14579,Terpenoids,Triterpenoids,Triterpenoids
neg14582,Terpenoids,Triterpenoids,Triterpenoids
neg14615,Terpenoids,Triterpenoids,Triterpenoids
neg1498,Terpenoids,Triterpenoids,Triterpenoids
neg1499,Terpenoids,Triterpenoids,Triterpenoids
neg15011,Terpenoids,Triterpenoids,Triterpenoids
neg15053,Terpenoids,Triterpenoids,Triterpenoids
neg15183,Terpenoids,Triterpenoids,Triterpenoids
neg15261,Terpenoids,Triterpenoids,Triterpenoids
neg15263,Terpenoids,Triterpenoids,Triterpenoids
neg15277,Terpenoids,Triterpenoids,Triterpenoids
neg15343,Terpenoids,Triterpenoids,Triterpenoids
neg15346,Terpenoids,Triterpenoids,Triterpenoids
neg15356,Terpenoids,Triterpenoids,Triterpenoids
neg15358,Terpenoids,Triterpenoids,Triterpenoids
neg15658,Terpenoids,Triterpenoids,Triterpenoids
neg15781,Terpenoids,Triterpenoids,Triterpenoids
neg16074,Terpenoids,Triterpenoids,Triterpenoids
neg16251,Terpenoids,Triterpenoids,Triterpenoids
neg16257,Terpenoids,Triterpenoids,Triterpenoids
neg16263,Terpenoids,Triterpenoids,Triterpenoids
neg1627,Terpenoids,Triterpenoids,Triterpenoids
neg16374,Terpenoids,Triterpenoids,Triterpenoids
neg16375,Terpenoids,Triterpenoids,Triterpenoids
neg16380,Terpenoids,Triterpenoids,Triterpenoids
neg16384,Terpenoids,Triterpenoids,Triterpenoids
neg16404,Terpenoids,Triterpenoids,Triterpenoids
neg16530,Terpenoids,Triterpenoids,Triterpenoids
neg16779,Terpenoids,Triterpenoids,Triterpenoids
neg16938,Terpenoids,Triterpenoids,Triterpenoids
neg16941,Terpenoids,Triterpenoids,Triterpenoids
neg1711,Terpenoids,Triterpenoids,Triterpenoids
neg17259,Terpenoids,Triterpenoids,Triterpenoids
neg17295,Terpenoids,Triterpenoids,Triterpenoids
neg17353,Terpenoids,Triterpenoids,Triterpenoids
neg17363,Terpenoids,Triterpenoids,Triterpenoids
neg1765,Terpenoids,Triterpenoids,Triterpenoids
neg17788,Terpenoids,Triterpenoids,Triterpenoids
neg17868,Terpenoids,Triterpenoids,Triterpenoids
neg1795,Terpenoids,Triterpenoids,Triterpenoids
neg1812,Terpenoids,Triterpenoids,Triterpenoids
neg18246,Terpenoids,Triterpenoids,Triterpenoids
neg18341,Terpenoids,Triterpenoids,Triterpenoids
neg18445,Terpenoids,Triterpenoids,Triterpenoids
neg18503,Terpenoids,Triterpenoids,Triterpenoids
neg18584,Terpenoids,Triterpenoids,Triterpenoids
neg1860,Terpenoids,Triterpenoids,Triterpenoids
neg18615,Terpenoids,Triterpenoids,Triterpenoids
neg18709,Terpenoids,Triterpenoids,Triterpenoids
neg19486,Terpenoids,Triterpenoids,Triterpenoids
neg19591,Terpenoids,Triterpenoids,Triterpenoids
neg19617,Terpenoids,Triterpenoids,Triterpenoids
neg19795,Terpenoids,Triterpenoids,Triterpenoids
neg19799,Terpenoids,Triterpenoids,Triterpenoids
neg19801,Terpenoids,Triterpenoids,Triterpenoids
neg19847,Terpenoids,Triterpenoids,Triterpenoids
neg20315,Terpenoids,Triterpenoids,Triterpenoids
neg20519,Terpenoids,Triterpenoids,Triterpenoids
neg20585,Terpenoids,Triterpenoids,Triterpenoids
neg20587,Terpenoids,Triterpenoids,Triterpenoids
neg20588,Terpenoids,Triterpenoids,Triterpenoids
neg20592,Terpenoids,Triterpenoids,Triterpenoids
neg20618,Terpenoids,Triterpenoids,Triterpenoids
neg20645,Terpenoids,Triterpenoids,Triterpenoids
neg20659,Terpenoids,Triterpenoids,Triterpenoids
neg20666,Terpenoids,Triterpenoids,Triterpenoids
neg20697,Terpenoids,Triterpenoids,Triterpenoids
neg2278,Terpenoids,Triterpenoids,Triterpenoids
neg2279,Terpenoids,Triterpenoids,Triterpenoids
neg2311,Terpenoids,Triterpenoids,Triterpenoids
neg2329,Terpenoids,Triterpenoids,Triterpenoids
neg244,Terpenoids,Triterpenoids,Triterpenoids
neg2534,Terpenoids,Triterpenoids,Triterpenoids
neg2554,Terpenoids,Triterpenoids,Triterpenoids
neg2709,Terpenoids,Triterpenoids,Triterpenoids
neg2739,Terpenoids,Triterpenoids,Triterpenoids
neg2785,Terpenoids,Triterpenoids,Triterpenoids
neg2789,Terpenoids,Triterpenoids,Triterpenoids
neg3034,Terpenoids,Triterpenoids,Triterpenoids
neg3605,Terpenoids,Triterpenoids,Triterpenoids
neg3678,Terpenoids,Triterpenoids,Triterpenoids
neg3855,Terpenoids,Triterpenoids,Triterpenoids
neg4235,Terpenoids,Triterpenoids,Triterpenoids
neg4377,Terpenoids,Triterpenoids,Triterpenoids
neg4383,Terpenoids,Triterpenoids,Triterpenoids
neg4397,Terpenoids,Triterpenoids,Triterpenoids
neg4407,Terpenoids,Triterpenoids,Triterpenoids
neg4425,Terpenoids,Triterpenoids,Triterpenoids
neg4447,Terpenoids,Triterpenoids,Triterpenoids
neg4457,Terpenoids,Triterpenoids,Triterpenoids
neg4465,Terpenoids,Triterpenoids,Triterpenoids
neg4477,Terpenoids,Triterpenoids,Triterpenoids
neg4479,Terpenoids,Triterpenoids,Triterpenoids
neg4500,Terpenoids,Triterpenoids,Triterpenoids
neg4505,Terpenoids,Triterpenoids,Triterpenoids
neg4525,Terpenoids,Triterpenoids,Triterpenoids
neg4531,Terpenoids,Triterpenoids,Triterpenoids
neg4559,Terpenoids,Triterpenoids,Triterpenoids
neg4569,Terpenoids,Triterpenoids,Triterpenoids
neg4573,Terpenoids,Triterpenoids,Triterpenoids
neg4587,Terpenoids,Triterpenoids,Triterpenoids
neg4591,Terpenoids,Triterpenoids,Triterpenoids
neg4593,Terpenoids,Triterpenoids,Triterpenoids
neg4600,Terpenoids,Triterpenoids,Triterpenoids
neg4616,Terpenoids,Triterpenoids,Triterpenoids
neg4617,Terpenoids,Triterpenoids,Triterpenoids
neg4620,Terpenoids,Triterpenoids,Triterpenoids
neg4648,Terpenoids,Triterpenoids,Triterpenoids
neg4708,Terpenoids,Triterpenoids,Triterpenoids
neg4742,Terpenoids,Triterpenoids,Triterpenoids
neg4749,Terpenoids,Triterpenoids,Triterpenoids
neg4864,Terpenoids,Triterpenoids,Triterpenoids
neg4865,Terpenoids,Triterpenoids,Triterpenoids
neg4872,Terpenoids,Triterpenoids,Triterpenoids
neg4896,Terpenoids,Triterpenoids,Triterpenoids
neg4937,Terpenoids,Triterpenoids,Triterpenoids
neg4968,Terpenoids,Triterpenoids,Triterpenoids
neg5012,Terpenoids,Triterpenoids,Triterpenoids
neg5069,Terpenoids,Triterpenoids,Triterpenoids
neg5080,Terpenoids,Triterpenoids,Triterpenoids
neg5097,Terpenoids,Triterpenoids,Triterpenoids
neg5109,Terpenoids,Triterpenoids,Triterpenoids
neg5154,Terpenoids,Triterpenoids,Triterpenoids
neg5177,Terpenoids,Triterpenoids,Triterpenoids
neg5179,Terpenoids,Triterpenoids,Triterpenoids
neg5215,Terpenoids,Triterpenoids,Triterpenoids
neg5239,Terpenoids,Triterpenoids,Triterpenoids
neg5245,Terpenoids,Triterpenoids,Triterpenoids
neg5281,Terpenoids,Triterpenoids,Triterpenoids
neg5288,Terpenoids,Triterpenoids,Triterpenoids
neg5293,Terpenoids,Triterpenoids,Triterpenoids
neg5301,Terpenoids,Triterpenoids,Triterpenoids
neg5959,Terpenoids,Triterpenoids,Triterpenoids
neg627,Terpenoids,Triterpenoids,Triterpenoids
neg628,Terpenoids,Triterpenoids,Triterpenoids
neg6361,Terpenoids,Triterpenoids,Triterpenoids
neg6412,Terpenoids,Triterpenoids,Triterpenoids
neg6437,Terpenoids,Triterpenoids,Triterpenoids
neg6446,Terpenoids,Triterpenoids,Triterpenoids
neg6447,Terpenoids,Triterpenoids,Triterpenoids
neg6469,Terpenoids,Triterpenoids,Triterpenoids
neg6472,Terpenoids,Triterpenoids,Triterpenoids
neg6474,Terpenoids,Triterpenoids,Triterpenoids
neg6479,Terpenoids,Triterpenoids,Triterpenoids
neg6484,Terpenoids,Triterpenoids,Triterpenoids
neg6485,Terpenoids,Triterpenoids,Triterpenoids
neg6489,Terpenoids,Triterpenoids,Triterpenoids
neg6490,Terpenoids,Triterpenoids,Triterpenoids
neg6497,Terpenoids,Triterpenoids,Triterpenoids
neg6498,Terpenoids,Triterpenoids,Triterpenoids
neg6499,Terpenoids,Triterpenoids,Triterpenoids
neg6500,Terpenoids,Triterpenoids,Triterpenoids
neg6516,Terpenoids,Triterpenoids,Triterpenoids
neg6526,Terpenoids,Triterpenoids,Triterpenoids
neg6533,Terpenoids,Triterpenoids,Triterpenoids
neg6537,Terpenoids,Triterpenoids,Triterpenoids
neg6548,Terpenoids,Triterpenoids,Triterpenoids
neg6552,Terpenoids,Triterpenoids,Triterpenoids
neg6555,Terpenoids,Triterpenoids,Triterpenoids
neg6559,Terpenoids,Triterpenoids,Triterpenoids
neg6617,Terpenoids,Triterpenoids,Triterpenoids
neg6663,Terpenoids,Triterpenoids,Triterpenoids
neg6675,Terpenoids,Triterpenoids,Triterpenoids
neg6690,Terpenoids,Triterpenoids,Triterpenoids
neg6704,Terpenoids,Triterpenoids,Triterpenoids
neg6722,Terpenoids,Triterpenoids,Triterpenoids
neg6731,Terpenoids,Triterpenoids,Triterpenoids
neg6751,Terpenoids,Triterpenoids,Triterpenoids
neg6787,Terpenoids,Triterpenoids,Triterpenoids
neg6824,Terpenoids,Triterpenoids,Triterpenoids
neg6826,Terpenoids,Triterpenoids,Triterpenoids
neg6848,Terpenoids,Triterpenoids,Triterpenoids
neg6867,Terpenoids,Triterpenoids,Triterpenoids
neg6869,Terpenoids,Triterpenoids,Triterpenoids
neg6880,Terpenoids,Triterpenoids,Triterpenoids
neg6909,Terpenoids,Triterpenoids,Triterpenoids
neg6922,Terpenoids,Triterpenoids,Triterpenoids
neg6949,Terpenoids,Triterpenoids,Triterpenoids
neg6967,Terpenoids,Triterpenoids,Triterpenoids
neg6980,Terpenoids,Triterpenoids,Triterpenoids
neg6987,Terpenoids,Triterpenoids,Triterpenoids
neg7021,Terpenoids,Triterpenoids,Triterpenoids
neg7116,Terpenoids,Triterpenoids,Triterpenoids
neg7131,Terpenoids,Triterpenoids,Triterpenoids
neg7132,Terpenoids,Triterpenoids,Triterpenoids
neg7145,Terpenoids,Triterpenoids,Triterpenoids
neg7153,Terpenoids,Triterpenoids,Triterpenoids
neg7156,Terpenoids,Triterpenoids,Triterpenoids
neg7172,Terpenoids,Triterpenoids,Triterpenoids
neg7173,Terpenoids,Triterpenoids,Triterpenoids
neg7178,Terpenoids,Triterpenoids,Triterpenoids
neg7187,Terpenoids,Triterpenoids,Triterpenoids
neg719,Terpenoids,Triterpenoids,Triterpenoids
neg7207,Terpenoids,Triterpenoids,Triterpenoids
neg7212,Terpenoids,Triterpenoids,Triterpenoids
neg7216,Terpenoids,Triterpenoids,Triterpenoids
neg7240,Terpenoids,Triterpenoids,Triterpenoids
neg7241,Terpenoids,Triterpenoids,Triterpenoids
neg7245,Terpenoids,Triterpenoids,Triterpenoids
neg7253,Terpenoids,Triterpenoids,Triterpenoids
neg7266,Terpenoids,Triterpenoids,Triterpenoids
neg727,Terpenoids,Triterpenoids,Triterpenoids
neg7273,Terpenoids,Triterpenoids,Triterpenoids
neg7275,Terpenoids,Triterpenoids,Triterpenoids
neg7280,Terpenoids,Triterpenoids,Triterpenoids
neg7282,Terpenoids,Triterpenoids,Triterpenoids
neg7284,Terpenoids,Triterpenoids,Triterpenoids
neg7291,Terpenoids,Triterpenoids,Triterpenoids
neg7351,Terpenoids,Triterpenoids,Triterpenoids
neg7374,Terpenoids,Triterpenoids,Triterpenoids
neg7375,Terpenoids,Triterpenoids,Triterpenoids
neg7377,Terpenoids,Triterpenoids,Triterpenoids
